"file_id.BAM","file_name.BAM","file_id.expression","file_name.expression","cancer","source"
"4ed306cf-76ad-4f00-90b8-ae156717ae09","e824c773-6f7e-443f-91c2-e2f56cb56be9_gdc_realn_rehead.bam","1e5a8191-52b8-4651-8b91-eca499a7437b","ef700f61-d8b0-43d0-92d1-feec949adc72.FPKM-UQ.txt.gz","KIRC","tumor"
"4ed306cf-76ad-4f00-90b8-ae156717ae09","e824c773-6f7e-443f-91c2-e2f56cb56be9_gdc_realn_rehead.bam","fa828746-7dc8-419b-9bf6-f22b71ee6ba2","ef700f61-d8b0-43d0-92d1-feec949adc72.FPKM.txt.gz","KIRC","tumor"
"4ed306cf-76ad-4f00-90b8-ae156717ae09","e824c773-6f7e-443f-91c2-e2f56cb56be9_gdc_realn_rehead.bam","ad16fac0-71bb-4a55-89f4-8d25625fc82b","ef700f61-d8b0-43d0-92d1-feec949adc72.htseq.counts.gz","KIRC","tumor"
"22a639d7-f3cf-4a09-b52b-825cb9c30548","1490f4a9-39ff-4e03-88a6-cfd4aa73c5f5_gdc_realn_rehead.bam","dc873bbe-3374-4806-b2b5-91addc9c4fd9","bceaa475-65e1-4362-91fa-22f68f90cbba.FPKM-UQ.txt.gz","KIRC","tumor"
"22a639d7-f3cf-4a09-b52b-825cb9c30548","1490f4a9-39ff-4e03-88a6-cfd4aa73c5f5_gdc_realn_rehead.bam","df9fa5cf-2915-43f9-a83e-cc3e53677141","bceaa475-65e1-4362-91fa-22f68f90cbba.htseq.counts.gz","KIRC","tumor"
"22a639d7-f3cf-4a09-b52b-825cb9c30548","1490f4a9-39ff-4e03-88a6-cfd4aa73c5f5_gdc_realn_rehead.bam","60de8ae2-1789-4255-a374-f66e21e06cef","bceaa475-65e1-4362-91fa-22f68f90cbba.FPKM.txt.gz","KIRC","tumor"
"6e9329ae-a8b7-461c-b310-cc3d493a0329","e9e9ca6b-b942-444e-b8e2-2594de1310dd_gdc_realn_rehead.bam","f76387d6-b75c-48ac-afaf-871b070cd302","22a4a58f-b03a-49f7-bcc0-e387be0e651c.htseq.counts.gz","KIRC","tumor"
"6e9329ae-a8b7-461c-b310-cc3d493a0329","e9e9ca6b-b942-444e-b8e2-2594de1310dd_gdc_realn_rehead.bam","a762c20a-11b4-4766-8027-c4e71ec4fe58","22a4a58f-b03a-49f7-bcc0-e387be0e651c.FPKM.txt.gz","KIRC","tumor"
"6e9329ae-a8b7-461c-b310-cc3d493a0329","e9e9ca6b-b942-444e-b8e2-2594de1310dd_gdc_realn_rehead.bam","617912aa-2d33-465f-970d-989c2404011b","22a4a58f-b03a-49f7-bcc0-e387be0e651c.FPKM-UQ.txt.gz","KIRC","tumor"
"7fc0fb04-c957-4df6-b97a-ea2a6530d974","920e295e-93eb-4790-aabd-177b51ee9fb3_gdc_realn_rehead.bam","09488de6-5525-4f6e-bc86-8856409f6933","21afb538-3284-4897-ae1b-ea53a3209920.FPKM.txt.gz","KIRC","tumor"
"7fc0fb04-c957-4df6-b97a-ea2a6530d974","920e295e-93eb-4790-aabd-177b51ee9fb3_gdc_realn_rehead.bam","8086075a-a561-400c-9c81-bf24e4c6b73d","21afb538-3284-4897-ae1b-ea53a3209920.FPKM-UQ.txt.gz","KIRC","tumor"
"7fc0fb04-c957-4df6-b97a-ea2a6530d974","920e295e-93eb-4790-aabd-177b51ee9fb3_gdc_realn_rehead.bam","7ff9762d-ce07-48d5-bbfb-3e9a2b0f2645","21afb538-3284-4897-ae1b-ea53a3209920.htseq.counts.gz","KIRC","tumor"
"b0385a23-2995-47e7-ba98-69f4e8355865","e5cb4f0e-5485-45fa-9a96-5cad1d36e522_gdc_realn_rehead.bam","63150d39-6741-46dd-9af4-875e78400f4b","44925f20-dad5-40de-99b6-e8164abe94ed.FPKM.txt.gz","KIRC","tumor"
"b0385a23-2995-47e7-ba98-69f4e8355865","e5cb4f0e-5485-45fa-9a96-5cad1d36e522_gdc_realn_rehead.bam","c7155b88-1aab-491f-9546-25d34337b1cb","44925f20-dad5-40de-99b6-e8164abe94ed.htseq.counts.gz","KIRC","tumor"
"b0385a23-2995-47e7-ba98-69f4e8355865","e5cb4f0e-5485-45fa-9a96-5cad1d36e522_gdc_realn_rehead.bam","cb456ce2-893f-4095-a8e7-4b9ed4704c55","44925f20-dad5-40de-99b6-e8164abe94ed.FPKM-UQ.txt.gz","KIRC","tumor"
"36a3a662-834d-47d4-ba94-d51c62b4f4d2","1683b0e1-55dc-4392-85b8-4953b4b34678_gdc_realn_rehead.bam","cea1c87c-eb1b-406c-b939-07fcddf87c73","ab461441-1f45-4ae5-b5da-ebb58817f75c.htseq.counts.gz","KIRC","tumor"
"36a3a662-834d-47d4-ba94-d51c62b4f4d2","1683b0e1-55dc-4392-85b8-4953b4b34678_gdc_realn_rehead.bam","9a70cee7-b8ff-4da3-963f-0498ec85e9d4","ab461441-1f45-4ae5-b5da-ebb58817f75c.FPKM-UQ.txt.gz","KIRC","tumor"
"36a3a662-834d-47d4-ba94-d51c62b4f4d2","1683b0e1-55dc-4392-85b8-4953b4b34678_gdc_realn_rehead.bam","462eda52-b4bc-4057-9272-513b72c83f2c","ab461441-1f45-4ae5-b5da-ebb58817f75c.FPKM.txt.gz","KIRC","tumor"
"5102e39b-a287-4ea8-a763-09e9caa3fa09","b377a5e5-f1e9-4b3b-b73a-d95ba6c5c195_gdc_realn_rehead.bam","45ddf22e-1730-4031-bb61-f167000ff1a6","26dcc91b-b7d5-47c1-8135-e5ab4f4e4be5.FPKM.txt.gz","KIRC","tumor"
"5102e39b-a287-4ea8-a763-09e9caa3fa09","b377a5e5-f1e9-4b3b-b73a-d95ba6c5c195_gdc_realn_rehead.bam","708293c2-ccae-493a-93e6-a2426b7c5fb2","26dcc91b-b7d5-47c1-8135-e5ab4f4e4be5.htseq.counts.gz","KIRC","tumor"
"5102e39b-a287-4ea8-a763-09e9caa3fa09","b377a5e5-f1e9-4b3b-b73a-d95ba6c5c195_gdc_realn_rehead.bam","f5e0b07f-1d60-449b-93ea-6fb870436fe5","26dcc91b-b7d5-47c1-8135-e5ab4f4e4be5.FPKM-UQ.txt.gz","KIRC","tumor"
"7193ae75-63cd-4b1f-bda8-f9a5451a528b","cd47075c-cf87-488d-814e-bbcfe75c2d28_gdc_realn_rehead.bam","87675b82-6805-4808-a747-f68d376de41b","862ee0a5-794a-4bad-974e-84b341fa7d50.htseq.counts.gz","KIRC","tumor"
"7193ae75-63cd-4b1f-bda8-f9a5451a528b","cd47075c-cf87-488d-814e-bbcfe75c2d28_gdc_realn_rehead.bam","8c763b4f-0309-4ab8-9879-7bba4d5603fa","862ee0a5-794a-4bad-974e-84b341fa7d50.FPKM-UQ.txt.gz","KIRC","tumor"
"7193ae75-63cd-4b1f-bda8-f9a5451a528b","cd47075c-cf87-488d-814e-bbcfe75c2d28_gdc_realn_rehead.bam","bd1480fc-d8b9-4bb1-b49f-adb1a61c5b93","862ee0a5-794a-4bad-974e-84b341fa7d50.FPKM.txt.gz","KIRC","tumor"
"9d3438b1-3126-4f7c-bfeb-6c95af5168fa","dd6ed48e-d2c1-4a74-994e-b27e91f24006_gdc_realn_rehead.bam","1891ce61-f71b-4836-897b-63794798e47c","d3f73c0f-d518-4e91-b038-a4360495ee27.FPKM-UQ.txt.gz","KIRC","tumor"
"9d3438b1-3126-4f7c-bfeb-6c95af5168fa","dd6ed48e-d2c1-4a74-994e-b27e91f24006_gdc_realn_rehead.bam","5c938a09-8be2-496e-97db-0f7ebc4349bc","d3f73c0f-d518-4e91-b038-a4360495ee27.FPKM.txt.gz","KIRC","tumor"
"9d3438b1-3126-4f7c-bfeb-6c95af5168fa","dd6ed48e-d2c1-4a74-994e-b27e91f24006_gdc_realn_rehead.bam","001ae925-102c-4818-8eb0-c8d2e5726e7c","d3f73c0f-d518-4e91-b038-a4360495ee27.htseq.counts.gz","KIRC","tumor"
