"file_id.BAM","file_name.BAM","file_id.expression","file_name.expression","cancer","source"
"efda3f3e-b2c2-45a3-9676-56f481f216d9","6a1209cf-d93c-4ea2-ac97-1b2871ebbeb1_gdc_realn_rehead.bam","be39748b-c780-4fe6-8d53-4926a811040c","3f9f9a93-3270-462b-a014-567f98a963cf.FPKM-UQ.txt.gz","BRCA","tumor"
"efda3f3e-b2c2-45a3-9676-56f481f216d9","6a1209cf-d93c-4ea2-ac97-1b2871ebbeb1_gdc_realn_rehead.bam","6169ac6a-04f3-4b53-af14-c5f896edef31","3f9f9a93-3270-462b-a014-567f98a963cf.htseq.counts.gz","BRCA","tumor"
"efda3f3e-b2c2-45a3-9676-56f481f216d9","6a1209cf-d93c-4ea2-ac97-1b2871ebbeb1_gdc_realn_rehead.bam","6d5432c4-2c6e-4c9b-b5cb-3eec1f7063fa","3f9f9a93-3270-462b-a014-567f98a963cf.FPKM.txt.gz","BRCA","tumor"
"0f384df2-24b4-4d69-b52f-b4e0b73e56b1","92e895d1-b891-4f21-8422-b175972b11fa_gdc_realn_rehead.bam","49abd5a4-9467-4566-9036-8b22a776be58","e152cfff-98ed-4984-8ca4-92e2f5c6ef4b.FPKM-UQ.txt.gz","BRCA","tumor"
"0f384df2-24b4-4d69-b52f-b4e0b73e56b1","92e895d1-b891-4f21-8422-b175972b11fa_gdc_realn_rehead.bam","19662bc7-e171-4a8e-b88a-4bd95c553b0c","e152cfff-98ed-4984-8ca4-92e2f5c6ef4b.htseq.counts.gz","BRCA","tumor"
"0f384df2-24b4-4d69-b52f-b4e0b73e56b1","92e895d1-b891-4f21-8422-b175972b11fa_gdc_realn_rehead.bam","05a734dd-0260-47ca-84a1-51f5b0d4711b","e152cfff-98ed-4984-8ca4-92e2f5c6ef4b.FPKM.txt.gz","BRCA","tumor"
"e89deb33-ceda-4f9c-88f0-9eb1ef44c3da","1c4097b9-10d2-488e-b03e-f2ba9d78317d_gdc_realn_rehead.bam","7f212526-df86-4cc4-9778-1c208410bb6a","b39d696e-8048-41d1-a849-4cccdaf54d06.FPKM-UQ.txt.gz","BRCA","tumor"
"e89deb33-ceda-4f9c-88f0-9eb1ef44c3da","1c4097b9-10d2-488e-b03e-f2ba9d78317d_gdc_realn_rehead.bam","75882f09-d3a8-47a9-b28e-1756ac6acb29","b39d696e-8048-41d1-a849-4cccdaf54d06.htseq.counts.gz","BRCA","tumor"
"e89deb33-ceda-4f9c-88f0-9eb1ef44c3da","1c4097b9-10d2-488e-b03e-f2ba9d78317d_gdc_realn_rehead.bam","ce839333-0e6d-4c0c-9ca6-37fe285d06b0","b39d696e-8048-41d1-a849-4cccdaf54d06.FPKM.txt.gz","BRCA","tumor"
"ce17a7c5-9a05-4243-937a-6c2258479a78","37cfd42c-9043-44b6-b4f7-a8ad774c3242_gdc_realn_rehead.bam","c1dfaf49-fa8b-4214-899c-afab2b5d6c6e","7c4cee3c-a8d6-4016-84e3-106d18d1c2e8.FPKM-UQ.txt.gz","BRCA","tumor"
"ce17a7c5-9a05-4243-937a-6c2258479a78","37cfd42c-9043-44b6-b4f7-a8ad774c3242_gdc_realn_rehead.bam","573edc00-af10-47da-9040-e3e5cc3fc283","7c4cee3c-a8d6-4016-84e3-106d18d1c2e8.FPKM.txt.gz","BRCA","tumor"
"ce17a7c5-9a05-4243-937a-6c2258479a78","37cfd42c-9043-44b6-b4f7-a8ad774c3242_gdc_realn_rehead.bam","cba97a36-f1bc-480c-975a-a01a7ee98320","7c4cee3c-a8d6-4016-84e3-106d18d1c2e8.htseq.counts.gz","BRCA","tumor"
"a1cdde19-08e1-4dec-8eb9-042f003eb041","825daddc-a89a-483b-947e-74cc12ba013c_gdc_realn_rehead.bam","54dbdf55-a610-4967-808a-7c4e36178595","ae53b898-c61d-4137-824a-104a4202299c.htseq.counts.gz","BRCA","tumor"
"a1cdde19-08e1-4dec-8eb9-042f003eb041","825daddc-a89a-483b-947e-74cc12ba013c_gdc_realn_rehead.bam","2973958c-9d91-47f3-9d37-bb7baa55e591","ae53b898-c61d-4137-824a-104a4202299c.FPKM-UQ.txt.gz","BRCA","tumor"
"a1cdde19-08e1-4dec-8eb9-042f003eb041","825daddc-a89a-483b-947e-74cc12ba013c_gdc_realn_rehead.bam","14c179c4-d4e6-48e8-9245-f15c07ecac61","ae53b898-c61d-4137-824a-104a4202299c.FPKM.txt.gz","BRCA","tumor"
"fd0e12e0-abdb-49de-bffd-2c4d5a825408","c3b2071e-244e-451e-a647-40a0788d8114_gdc_realn_rehead.bam","ddbd9626-593f-40ac-9246-f5291ebe1fac","79b3f166-d05a-4a27-ac51-31a6e36bd349.htseq.counts.gz","BRCA","tumor"
"fd0e12e0-abdb-49de-bffd-2c4d5a825408","c3b2071e-244e-451e-a647-40a0788d8114_gdc_realn_rehead.bam","f73f86d2-ae4a-49b3-81af-2ef04c7ddd4e","79b3f166-d05a-4a27-ac51-31a6e36bd349.FPKM-UQ.txt.gz","BRCA","tumor"
