"file_id.BAM","file_name.BAM","file_id.expression","file_name.expression","cancer","source"
"a9f8f35b-7bde-4ec8-8ecf-e545da1c7b1b","0145f742-b879-49f9-855a-b8482eca5e9a_gdc_realn_rehead.bam","43f0cb66-cf51-4d11-b26d-b8209844680c","8a6dee54-4a20-4901-a5c5-2dd7689241b6.FPKM-UQ.txt.gz","SARC","tumor"
"a9f8f35b-7bde-4ec8-8ecf-e545da1c7b1b","0145f742-b879-49f9-855a-b8482eca5e9a_gdc_realn_rehead.bam","c575434b-9f05-4e07-917a-114b8f8428e4","8a6dee54-4a20-4901-a5c5-2dd7689241b6.htseq.counts.gz","SARC","tumor"
"a9f8f35b-7bde-4ec8-8ecf-e545da1c7b1b","0145f742-b879-49f9-855a-b8482eca5e9a_gdc_realn_rehead.bam","f9db0468-c191-46cb-a09a-ad42b9373f97","8a6dee54-4a20-4901-a5c5-2dd7689241b6.FPKM.txt.gz","SARC","tumor"
"341a8bfa-b900-45ac-a54f-ce475749f4be","a9e16820-e41e-463f-9608-c3d3cf42a3ce_gdc_realn_rehead.bam","1ec1f920-d97c-462f-93b0-61e2915a1c7c","c49b2892-03e8-42d1-ba51-4519c9b92e14.htseq.counts.gz","SARC","tumor"
"341a8bfa-b900-45ac-a54f-ce475749f4be","a9e16820-e41e-463f-9608-c3d3cf42a3ce_gdc_realn_rehead.bam","7311c025-ea8f-4108-bef1-6a6418ccad2e","c49b2892-03e8-42d1-ba51-4519c9b92e14.FPKM-UQ.txt.gz","SARC","tumor"
"341a8bfa-b900-45ac-a54f-ce475749f4be","a9e16820-e41e-463f-9608-c3d3cf42a3ce_gdc_realn_rehead.bam","664943fe-f6a1-4d1c-885a-ab305c427235","c49b2892-03e8-42d1-ba51-4519c9b92e14.FPKM.txt.gz","SARC","tumor"
"4332f9bb-2e97-43de-b365-cf5fcf2b3a97","e9cba751-66b8-4b4e-8209-ede55cc9ac96_gdc_realn_rehead.bam","76ddc938-a9df-452a-838b-b813c586b6b6","384235f4-4697-4069-a759-0481999fd290.FPKM.txt.gz","SARC","tumor"
"4332f9bb-2e97-43de-b365-cf5fcf2b3a97","e9cba751-66b8-4b4e-8209-ede55cc9ac96_gdc_realn_rehead.bam","02d77118-5faa-4160-ba5b-73834f111fc0","384235f4-4697-4069-a759-0481999fd290.htseq.counts.gz","SARC","tumor"
"4332f9bb-2e97-43de-b365-cf5fcf2b3a97","e9cba751-66b8-4b4e-8209-ede55cc9ac96_gdc_realn_rehead.bam","6487e407-c5ee-4079-9d88-f15a267fbca7","384235f4-4697-4069-a759-0481999fd290.FPKM-UQ.txt.gz","SARC","tumor"
"faafab8f-eb88-437c-9e09-0e5695126ffd","dd4c4784-0633-4e1f-baeb-9e1919beafb1_gdc_realn_rehead.bam","78753779-2183-41f5-9ca9-ef531d533d93","ecfbf72d-ecf1-4f45-992a-14a1776cc18d.htseq.counts.gz","SARC","tumor"
"faafab8f-eb88-437c-9e09-0e5695126ffd","dd4c4784-0633-4e1f-baeb-9e1919beafb1_gdc_realn_rehead.bam","b4180fc5-132a-4a84-a0c6-7ad93bf27d3e","ecfbf72d-ecf1-4f45-992a-14a1776cc18d.FPKM-UQ.txt.gz","SARC","tumor"
"faafab8f-eb88-437c-9e09-0e5695126ffd","dd4c4784-0633-4e1f-baeb-9e1919beafb1_gdc_realn_rehead.bam","f8e7c3b5-5bf1-4977-bbbc-7d2643f66043","ecfbf72d-ecf1-4f45-992a-14a1776cc18d.FPKM.txt.gz","SARC","tumor"
"880b65c7-7d69-40eb-9509-e280dd153a8d","62c4f7f0-b0f1-4bcc-a0fe-7217488ceb45_gdc_realn_rehead.bam","9ec43d2a-bd49-434d-86a1-bd0cf7171dc2","d184d4f3-dc4e-4643-86b8-20dfaf6ee653.FPKM-UQ.txt.gz","SARC","tumor"
"880b65c7-7d69-40eb-9509-e280dd153a8d","62c4f7f0-b0f1-4bcc-a0fe-7217488ceb45_gdc_realn_rehead.bam","c07f7bfe-badb-4d58-86a9-719d0cf4eece","d184d4f3-dc4e-4643-86b8-20dfaf6ee653.FPKM.txt.gz","SARC","tumor"
"880b65c7-7d69-40eb-9509-e280dd153a8d","62c4f7f0-b0f1-4bcc-a0fe-7217488ceb45_gdc_realn_rehead.bam","1f59075a-6333-41f9-92ec-947937c47353","d184d4f3-dc4e-4643-86b8-20dfaf6ee653.htseq.counts.gz","SARC","tumor"
"aa443ab8-581f-43eb-9972-f132ce4122b8","ce1af7ad-06e5-46f4-bb46-229d8a4311f6_gdc_realn_rehead.bam","0d7a55da-9d48-46c7-b623-e55e790d1e9a","d5103c4b-9d85-46c4-86ca-e555e1eaaf7e.FPKM-UQ.txt.gz","SARC","tumor"
"aa443ab8-581f-43eb-9972-f132ce4122b8","ce1af7ad-06e5-46f4-bb46-229d8a4311f6_gdc_realn_rehead.bam","c446c0c7-7cc9-4229-bdaf-dcf56d50f3e4","d5103c4b-9d85-46c4-86ca-e555e1eaaf7e.htseq.counts.gz","SARC","tumor"
"aa443ab8-581f-43eb-9972-f132ce4122b8","ce1af7ad-06e5-46f4-bb46-229d8a4311f6_gdc_realn_rehead.bam","0ce0ceff-1ff3-40a6-841e-fcb9916fe982","d5103c4b-9d85-46c4-86ca-e555e1eaaf7e.FPKM.txt.gz","SARC","tumor"
"82b72c47-3f86-4d0d-9c9e-d3025508a265","4c2b4878-e15a-4d08-b21e-9e568be52f37_gdc_realn_rehead.bam","b3e89f05-07a2-41df-9705-37b8c3c2dbe0","ef02d82e-c9d0-4f22-82c6-ba7db7b00d0f.htseq.counts.gz","SARC","tumor"
"82b72c47-3f86-4d0d-9c9e-d3025508a265","4c2b4878-e15a-4d08-b21e-9e568be52f37_gdc_realn_rehead.bam","a0a2315d-0f66-48be-a497-b61ed6e0fc3d","ef02d82e-c9d0-4f22-82c6-ba7db7b00d0f.FPKM.txt.gz","SARC","tumor"
"82b72c47-3f86-4d0d-9c9e-d3025508a265","4c2b4878-e15a-4d08-b21e-9e568be52f37_gdc_realn_rehead.bam","215d6ca2-e650-4143-9f5a-fbce6240419b","ef02d82e-c9d0-4f22-82c6-ba7db7b00d0f.FPKM-UQ.txt.gz","SARC","tumor"
"677699ff-77e7-44b2-832d-3c0b5054e9f9","a22e169f-b86a-44c8-8ac8-6e154c786177_gdc_realn_rehead.bam","10dfd518-b72e-45c1-8040-eb0b01009144","4fa429e1-549c-4da6-8026-50a2b3e438fc.htseq.counts.gz","SARC","tumor"
"677699ff-77e7-44b2-832d-3c0b5054e9f9","a22e169f-b86a-44c8-8ac8-6e154c786177_gdc_realn_rehead.bam","95cc2a6d-72d8-4c6e-8925-e4970a32ca19","4fa429e1-549c-4da6-8026-50a2b3e438fc.FPKM-UQ.txt.gz","SARC","tumor"
"677699ff-77e7-44b2-832d-3c0b5054e9f9","a22e169f-b86a-44c8-8ac8-6e154c786177_gdc_realn_rehead.bam","db1f0a98-3e26-4c7d-8a48-a7b44c21e36c","4fa429e1-549c-4da6-8026-50a2b3e438fc.FPKM.txt.gz","SARC","tumor"
"75981013-9acb-4f12-958d-a683e96d160f","aec8b3df-6c57-4c9a-b525-4179693f9859_gdc_realn_rehead.bam","c58c14ea-5d5b-4f42-9b5c-58df76edb524","01ddf9de-8532-4a68-af48-fec5bed7e78d.htseq.counts.gz","SARC","tumor"
"75981013-9acb-4f12-958d-a683e96d160f","aec8b3df-6c57-4c9a-b525-4179693f9859_gdc_realn_rehead.bam","99c93bae-0b45-4358-bb57-30054b9ba684","01ddf9de-8532-4a68-af48-fec5bed7e78d.FPKM-UQ.txt.gz","SARC","tumor"
"75981013-9acb-4f12-958d-a683e96d160f","aec8b3df-6c57-4c9a-b525-4179693f9859_gdc_realn_rehead.bam","e237a6bf-e9e9-4394-a1a2-28658ec2d4fe","01ddf9de-8532-4a68-af48-fec5bed7e78d.FPKM.txt.gz","SARC","tumor"
"b235191c-a322-46fe-b982-8ef2b70bd1f1","b893f8dc-4088-434a-8567-207bde44c325_gdc_realn_rehead.bam","b6ed61a4-0f7d-402d-809d-b56f9496814e","c61bf74e-dbfe-4d2a-8164-b7d1388dfd0f.htseq.counts.gz","SARC","tumor"
"b235191c-a322-46fe-b982-8ef2b70bd1f1","b893f8dc-4088-434a-8567-207bde44c325_gdc_realn_rehead.bam","142b9808-ac31-4aba-ba56-215ece283176","c61bf74e-dbfe-4d2a-8164-b7d1388dfd0f.FPKM-UQ.txt.gz","SARC","tumor"
"b235191c-a322-46fe-b982-8ef2b70bd1f1","b893f8dc-4088-434a-8567-207bde44c325_gdc_realn_rehead.bam","748586b8-556c-44ae-a8ca-af8617ac168d","c61bf74e-dbfe-4d2a-8164-b7d1388dfd0f.FPKM.txt.gz","SARC","tumor"
"06651485-0cf7-43c7-b8fb-8add1fb66c46","9dc3e5d7-751d-4c43-8d88-084f2dc14139_gdc_realn_rehead.bam","dacfe98f-56d5-43dd-9535-ae62a81a5f0b","7d7fcb4a-62ca-4e45-93d0-271f4c299c98.FPKM.txt.gz","SARC","tumor"
"06651485-0cf7-43c7-b8fb-8add1fb66c46","9dc3e5d7-751d-4c43-8d88-084f2dc14139_gdc_realn_rehead.bam","b9cb388a-5b9b-4b98-884e-a6794ab3388f","7d7fcb4a-62ca-4e45-93d0-271f4c299c98.htseq.counts.gz","SARC","tumor"
"06651485-0cf7-43c7-b8fb-8add1fb66c46","9dc3e5d7-751d-4c43-8d88-084f2dc14139_gdc_realn_rehead.bam","c82e6204-8470-481d-8aa8-c927d31faaa7","7d7fcb4a-62ca-4e45-93d0-271f4c299c98.FPKM-UQ.txt.gz","SARC","tumor"
"b1ec4adf-a4c0-4774-be81-139b32c9d64a","126aa3dc-ff1c-4abb-8b54-b813d43e4435_gdc_realn_rehead.bam","ebc91d1c-3e7a-4760-bd8b-a4bf79bc1d2d","c29c9813-5e7e-4946-8f20-1a7a0c7f9911.FPKM-UQ.txt.gz","SARC","tumor"
"b1ec4adf-a4c0-4774-be81-139b32c9d64a","126aa3dc-ff1c-4abb-8b54-b813d43e4435_gdc_realn_rehead.bam","2380f6b7-ba7d-40b7-8dc0-fcceb47fbdb2","c29c9813-5e7e-4946-8f20-1a7a0c7f9911.htseq.counts.gz","SARC","tumor"
"b1ec4adf-a4c0-4774-be81-139b32c9d64a","126aa3dc-ff1c-4abb-8b54-b813d43e4435_gdc_realn_rehead.bam","55c4b522-8e9f-475c-9b46-63f858d5f4af","c29c9813-5e7e-4946-8f20-1a7a0c7f9911.FPKM.txt.gz","SARC","tumor"
"bdb92120-f04d-4c90-96fa-ecd69616f746","8d79948e-2e09-46da-8894-54caf0d57cec_gdc_realn_rehead.bam","736590b9-f46b-4c75-83c7-b70cf187b4e5","557ca9d1-a5be-4252-9abc-0ae3142043e9.FPKM.txt.gz","SARC","tumor"
"bdb92120-f04d-4c90-96fa-ecd69616f746","8d79948e-2e09-46da-8894-54caf0d57cec_gdc_realn_rehead.bam","764cc041-e7cd-4b5a-8a62-548f10a10292","557ca9d1-a5be-4252-9abc-0ae3142043e9.FPKM-UQ.txt.gz","SARC","tumor"
"bdb92120-f04d-4c90-96fa-ecd69616f746","8d79948e-2e09-46da-8894-54caf0d57cec_gdc_realn_rehead.bam","a166088c-5558-4d7c-9aa6-b8c1aabbeaff","557ca9d1-a5be-4252-9abc-0ae3142043e9.htseq.counts.gz","SARC","tumor"
"8f1a8b0b-3f1f-456c-9b79-3e08a1b5fecf","1a52dbc6-3247-4057-898d-5b0eaa6b0dd7_gdc_realn_rehead.bam","3fd7f1fc-2416-4fa8-9cbb-4087d1930e62","b9ff6e39-7906-4fc0-9365-1c012d9fff4a.FPKM-UQ.txt.gz","SARC","tumor"
"8f1a8b0b-3f1f-456c-9b79-3e08a1b5fecf","1a52dbc6-3247-4057-898d-5b0eaa6b0dd7_gdc_realn_rehead.bam","c8b04291-62f7-4764-83f0-cb020aab8c21","b9ff6e39-7906-4fc0-9365-1c012d9fff4a.FPKM.txt.gz","SARC","tumor"
"8f1a8b0b-3f1f-456c-9b79-3e08a1b5fecf","1a52dbc6-3247-4057-898d-5b0eaa6b0dd7_gdc_realn_rehead.bam","a523064f-a7a1-458a-ab4f-98d825cb2f7f","b9ff6e39-7906-4fc0-9365-1c012d9fff4a.htseq.counts.gz","SARC","tumor"
"7ffc302a-d696-410c-87b1-4e418d4d53d4","8ff63d40-2d2b-451a-8deb-5c7c5901241e_gdc_realn_rehead.bam","2b0f9c48-e8c9-44d8-aa26-46939012b32d","459da4d7-7821-4275-a733-576e4504ce5f.FPKM.txt.gz","SARC","tumor"
"7ffc302a-d696-410c-87b1-4e418d4d53d4","8ff63d40-2d2b-451a-8deb-5c7c5901241e_gdc_realn_rehead.bam","df37a40e-e270-414e-ae9b-1d16866eebe6","459da4d7-7821-4275-a733-576e4504ce5f.htseq.counts.gz","SARC","tumor"
"7ffc302a-d696-410c-87b1-4e418d4d53d4","8ff63d40-2d2b-451a-8deb-5c7c5901241e_gdc_realn_rehead.bam","6d4455e6-2452-4003-b21c-1f02d56a2e2a","459da4d7-7821-4275-a733-576e4504ce5f.FPKM-UQ.txt.gz","SARC","tumor"
