Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-114608:R-HSA-114608	37	2.313946216385241	2.934984285039654E-10	TLN1, A2M, RARRES2, FAM3C, CLU, TAGLN2, TIMP3, APLP2, TIMP1, ISLR, PFN1, LGALS3BP, APP, SERPINA3, APOH, HSPA5, CFD, THBS1, QSOX1, SRGN, PLEK, ACTN4, STXBP2, ACTN1, SERPING1, SPARC, ECM1, GAS6, FLNA, VEGFB, VEGFC, CLEC3B, CFL1, VEGFA, TUBA4A, TMSB4X, PROS1	805	130	9075	3.2085523172479693	2.597460925235495E-7	2.597460925235495E-7	4.5649576341233455E-7
REACTOME_PATHWAY	R-HSA-3000171:R-HSA-3000171	19	1.188242651657286	1.6357002386643613E-9	COL4A2, COL4A1, COL3A1, HSPG2, COL2A1, COL5A3, DDR2, COL5A2, COL5A1, LAMA2, LAMB3, LAMA4, LAMB2, LAMC3, COL1A2, COL1A1, LAMC1, LAMB1, FGF2	805	40	9075	5.354813664596274	1.4475936674918088E-6	7.237970957030271E-7	2.544102795098979E-6
REACTOME_PATHWAY	R-HSA-1442490:R-HSA-1442490	24	1.5009380863039399	1.9792284795299896E-9	COL18A1, COL4A2, COL4A1, MMP9, COL3A1, MMP19, MMP8, COL15A1, COL2A1, COL5A3, COL16A1, COL5A2, MMP2, COL5A1, CTSK, COL14A1, COL6A6, COL1A2, COL6A2, COL12A1, CTSD, COL6A1, COL1A1, COL8A1	805	64	9075	4.22748447204969	1.7516156439745245E-6	5.838722222373249E-7	3.078412835755273E-6
REACTOME_PATHWAY	R-HSA-3000178:R-HSA-3000178	26	1.6260162601626018	2.4146615885568054E-9	ASPN, FMOD, LUM, COL3A1, COL2A1, DCN, APP, LAMB2, ITGAX, COL6A6, COL6A2, COL6A1, LAMB1, COL4A2, COL4A1, TNXB, PTPRS, SPARC, COL5A3, COL5A2, COL5A1, LAMA2, LAMA4, COL1A2, COL1A1, LAMC1	805	75	9075	3.9080745341614906	2.136973219157845E-6	5.342437329192151E-7	3.7556681209416354E-6
KEGG_PATHWAY	hsa04510:Focal adhesion	46	2.8767979987492183	4.6635040596867894E-8	CAV2, TLN1, TLN2, COL3A1, ITGA11, COL2A1, PTEN, PXN, MYL9, ACTG1, LAMB3, LAMB2, COL6A6, COL6A2, COL6A1, ZYX, LAMB1, THBS1, THBS2, ACTB, PARVG, EGFR, COL4A2, TNXB, COL4A1, MAP2K1, ACTN4, ACTN1, COL5A3, FLNC, COL5A2, PPP1CB, FLNA, COL5A1, LAMA2, VEGFB, VEGFC, LAMA4, LAMC3, VEGFA, COL1A2, PDGFRA, PDGFRB, COL1A1, LAMC1, PARVA	650	206	6879	2.363211351755041	1.2638016438804023E-5	1.2638016438804023E-5	6.135160870446299E-5
REACTOME_PATHWAY	R-HSA-1650814:R-HSA-1650814	22	1.3758599124452784	1.539183017435821E-7	COL18A1, COL4A2, COL4A1, COL3A1, COL15A1, COL2A1, COL5A3, COL16A1, SERPINH1, COL5A2, PCOLCE, COL5A1, PCOLCE2, COL14A1, COL6A6, COL1A2, COL6A2, COL12A1, COL6A1, COL1A1, COL8A1, ADAMTS2	805	67	9075	3.7016779456753497	1.362084303395683E-4	2.724317040814217E-5	2.3939811094608743E-4
REACTOME_PATHWAY	R-HSA-186797:R-HSA-186797	15	0.9380863039399625	1.6999148544439876E-7	PLAT, COL4A2, COL4A1, COL3A1, COL2A1, COL5A3, COL5A2, COL5A1, COL6A6, PDGFRA, COL6A2, PDGFRB, COL6A1, THBS1, THBS2	805	32	9075	5.284355590062112	1.5043116150248448E-4	2.50734318903989E-5	2.643976399374637E-4
KEGG_PATHWAY	hsa04512:ECM-receptor interaction	26	1.6260162601626018	2.2604255932607118E-7	COL4A2, COL4A1, TNXB, COL3A1, ITGA11, HSPG2, COL2A1, COL5A3, COL5A2, COL5A1, LAMA2, LAMB3, LAMA4, LAMB2, CD44, COL6A6, LAMC3, COL1A2, COL6A2, COL6A1, COL1A1, LAMC1, THBS1, LAMB1, THBS2, SV2C	650	87	6879	3.1627586206896554	6.125566429893148E-5	3.062830119582305E-5	2.9737423510312055E-4
REACTOME_PATHWAY	R-HSA-216083:R-HSA-216083	25	1.5634771732332706	2.3634371035754115E-7	COL18A1, ICAM1, COL4A2, BSG, COL4A1, ICAM4, LUM, COL3A1, FBN1, ITGA11, HSPG2, COL2A1, COL5A3, COL16A1, COL5A2, COL5A1, CD44, COL6A6, ITGAX, COL1A2, COL6A2, COL6A1, COL1A1, THBS1, COL8A1	805	86	9075	3.2771197457749532	2.0914233509594649E-4	2.988015477978223E-5	3.6759893535798227E-4
KEGG_PATHWAY	hsa04610:Complement and coagulation cascades	22	1.3758599124452784	7.392170435707911E-7	PLAT, C3AR1, C7, A2M, F10, MASP1, C4B, CFB, C3, C1R, SERPING1, C1S, C1QC, PLAUR, C1QB, THBD, F3, TFPI, CFH, CFD, PROS1, PLAU	650	69	6879	3.374314381270903	2.0030782855984253E-4	6.67737348190034E-5	9.724868534788378E-4
