Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-166058:R-HSA-166058	6	3.0456852791878175	3.012599182568064E-6	IRAK3, CD36, MYD88, TLR2, CD14, BTK	123	18	9075	24.59349593495935	9.455102914061042E-4	9.455102914061042E-4	0.004053657123392895
REACTOME_PATHWAY	R-HSA-5602498:R-HSA-5602498	5	2.5380710659898478	9.53934061919194E-6	CD36, MYD88, TLR2, CD14, BTK	123	11	9075	33.53658536585366	0.0029908856047436982	0.001496562652257949	0.01283530994905524
REACTOME_PATHWAY	R-HSA-5603041:R-HSA-5603041	5	2.5380710659898478	9.53934061919194E-6	CD36, MYD88, TLR2, CD14, BTK	123	11	9075	33.53658536585366	0.0029908856047436982	0.001496562652257949	0.01283530994905524
KEGG_PATHWAY	hsa05134:Legionellosis	8	4.060913705583756	1.5511513683215828E-5	CR1, MYD88, TLR2, NFKBIA, NAIP, NFKB1, TLR5, CD14	106	54	6879	9.614255765199161	0.0029738031871080484	0.0029738031871080484	0.01931034645792362
BIOCARTA	h_nthiPathway:NFkB activation by Nontypeable Hemophilus influenzae	6	3.0456852791878175	2.3797560661217677E-4	MYD88, DUSP1, MAPK14, TLR2, NFKBIA, NFKB1	42	24	1625	9.672619047619047	0.028387751300862796	0.028387751300862796	0.2732488304916014
KEGG_PATHWAY	hsa05140:Leishmaniasis	7	3.5532994923857872	7.026994510644658E-4	CR1, MYD88, MAPK14, TLR2, NFKBIA, NFKB1, JAK2	106	71	6879	6.398219505713526	0.1262541371044491	0.0652562581672178	0.8713600818133216
REACTOME_PATHWAY	R-HSA-168188:R-HSA-168188	3	1.5228426395939088	0.001056725982394846	CD36, TLR2, CD14	123	4	9075	55.33536585365854	0.28250363620085905	0.10475912819885036	1.4126029877303936
BIOCARTA	h_tollPathway:Toll-Like Receptor Pathway	6	3.0456852791878175	0.0021639894009415047	MYD88, MAPK14, TLR2, NFKBIA, NFKB1, CD14	42	38	1625	6.109022556390977	0.23058626660339154	0.1228376812718136	2.459782790600562
REACTOME_PATHWAY	R-HSA-1810476:R-HSA-1810476	4	2.030456852791878	0.0026416788843756462	MYD88, NFKBIA, NFKB1, S100A12	123	21	9075	14.0534262485482	0.5642056069406628	0.18750553783870105	3.4967294957695128
REACTOME_PATHWAY	R-HSA-933542:R-HSA-933542	4	2.030456852791878	0.003903937455978199	MYD88, NFKBIA, NFKB1, S100A12	123	24	9075	12.296747967479675	0.7071911878645778	0.21780177057861339	5.127274704405482
REACTOME_PATHWAY	R-HSA-418592:R-HSA-418592	4	2.030456852791878	0.004393190949751424	GNAQ, GNG10, MAPK14, GNG5	123	25	9075	11.80487804878049	0.7490498542423786	0.20579751419618542	5.752389602080122
KEGG_PATHWAY	hsa05146:Amoebiasis	7	3.5532994923857872	0.005451070405053414	ARG1, GNAQ, TLR2, SERPINB1, ACTN1, NFKB1, CD14	106	106	6879	4.28559985760057	0.6498762049370834	0.2951870488933517	6.5788360341268675
KEGG_PATHWAY	hsa04620:Toll-like receptor signaling pathway	7	3.5532994923857872	0.005451070405053414	MYD88, MAPK14, TLR2, NFKBIA, NFKB1, TLR5, CD14	106	106	6879	4.28559985760057	0.6498762049370834	0.2951870488933517	6.5788360341268675
REACTOME_PATHWAY	R-HSA-445989:R-HSA-445989	4	2.030456852791878	0.0073861391107198845	MYD88, NFKBIA, NFKB1, S100A12	123	30	9075	9.83739837398374	0.9024953523930356	0.2829077228893251	9.494200335131243
BIOCARTA	h_il1rPathway:Signal transduction through IL1R	5	2.5380710659898478	0.008408449044135784	IRAK3, MYD88, MAPK14, NFKBIA, NFKB1	42	33	1625	5.862193362193362	0.640026167056404	0.2886385753395553	9.251388683970207
REACTOME_PATHWAY	R-HSA-2586552:R-HSA-2586552	3	1.5228426395939088	0.009107299128816965	IRS2, STAT5B, JAK2	123	11	9075	20.121951219512194	0.9434592447531883	0.301694921247493	11.583240965634477
BIOCARTA	h_41BBPathway:The 4-1BB-dependent immune response	4	2.030456852791878	0.009353127222541046	TNFRSF9, MAPK14, NFKBIA, NFKB1	42	18	1625	8.597883597883598	0.6792374754577184	0.2474317261778659	10.240371915747238
KEGG_PATHWAY	hsa04621:NOD-like receptor signaling pathway	5	2.5380710659898478	0.010249556109636215	CASP5, MAPK14, NFKBIA, NAIP, NFKB1	106	56	6879	5.794305929919138	0.8616639412295498	0.39013480400853995	12.038145817301604
KEGG_PATHWAY	hsa04640:Hematopoietic cell lineage	6	3.0456852791878175	0.010345823766114608	CR1, CD36, CD44, CD59, IL4R, CD14	106	87	6879	4.475601821730645	0.8642234898060158	0.32924344056575705	12.144604650357927
BIOCARTA	h_pkcPathway:Activation of PKC through G protein coupled receptor	3	1.5228426395939088	0.012041149277721859	GNAQ, NFKBIA, NFKB1	42	7	1625	16.581632653061224	0.7691118699689677	0.25410049098692145	13.000871444259731
REACTOME_PATHWAY	R-HSA-3134963:R-HSA-3134963	3	1.5228426395939088	0.012691273412927372	MYD88, NFKB1, S100A12	123	13	9075	17.02626641651032	0.9818768219907794	0.3595717453689742	15.790785974555066
KEGG_PATHWAY	hsa05162:Measles	7	3.5532994923857872	0.015774052319463744	MYD88, CCND3, STAT5B, TLR2, NFKBIA, NFKB1, JAK2	106	133	6879	3.4155908639523336	0.9527715606467667	0.39877928956060027	17.959295784203654
KEGG_PATHWAY	hsa05152:Tuberculosis	8	4.060913705583756	0.018228822593844993	CR1, MYD88, MAPK14, TLR2, FCER1G, NFKB1, JAK2, CD14	106	177	6879	2.933162775823473	0.9707602682506203	0.3962552871133197	20.470767140004952
KEGG_PATHWAY	hsa05142:Chagas disease (American trypanosomiasis)	6	3.0456852791878175	0.021036438447856114	MYD88, GNAQ, MAPK14, TLR2, NFKBIA, NFKB1	106	104	6879	3.744013062409289	0.9831277426867058	0.39966087381385507	23.256445333697418
KEGG_PATHWAY	hsa04920:Adipocytokine signaling pathway	5	2.5380710659898478	0.021772804806230246	IRS2, CD36, NFKBIA, NFKB1, JAK2	106	70	6879	4.63544474393531	0.9853974536858526	0.37475875186703433	23.97205208591978
KEGG_PATHWAY	hsa04062:Chemokine signaling pathway	8	4.060913705583756	0.023232862383672302	FGR, GNG10, HCK, STAT5B, NFKBIA, NFKB1, JAK2, GNG5	106	186	6879	2.7912355447352404	0.9890382565137035	0.3632221276754045	25.372833519662642
KEGG_PATHWAY	hsa04931:Insulin resistance	6	3.0456852791878175	0.024318400748449046	IRS2, CD36, PYGL, NFKBIA, NFKB1, PTEN	106	108	6879	3.605345911949686	0.9911456233475309	0.3493042063425029	26.39887331488818
KEGG_PATHWAY	hsa05145:Toxoplasmosis	6	3.0456852791878175	0.026076668777241182	MYD88, MAPK14, TLR2, NFKBIA, NFKB1, JAK2	106	110	6879	3.5397941680960554	0.9937373835156824	0.3447661610565427	28.033280417252893
REACTOME_PATHWAY	R-HSA-1236974:R-HSA-1236974	5	2.5380710659898478	0.026315537532145935	CD36, MYD88, TLR2, CD14, BTK	123	84	9075	4.391695702671312	0.999769151368257	0.5671546757444195	30.151575483489957
KEGG_PATHWAY	hsa05133:Pertussis	5	2.5380710659898478	0.027252885630540274	MYD88, MAPK14, NFKB1, C4BPA, CD14	106	75	6879	4.326415094339623	0.9950341840222556	0.33508135781252546	29.107933358018645
REACTOME_PATHWAY	R-HSA-114608:R-HSA-114608	6	3.0456852791878175	0.030634730101583324	ORM1, CD36, ACTN1, TUBA4A, SERPINA1, ORM2	123	130	9075	3.405253283302064	0.9999428440886252	0.5885867384025375	34.20754133654449
REACTOME_PATHWAY	R-HSA-202733:R-HSA-202733	4	2.030456852791878	0.03579222941022168	CD48, CD44, CD177, FCER1G	123	54	9075	5.465221318879856	0.999989295240179	0.6147008265998899	38.76481635646394
