Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04064:NF-kappa B signaling pathway	10	5.05050505050505	5.611850003414659E-6	ICAM1, TNF, BCL2A1, NFKBIA, IL1B, BCL2L1, TNFAIP3, CCL4, CD14, PLAU	105	87	6879	7.530377668308702	9.087091250454815E-4	9.087091250454815E-4	0.006790406602630306
REACTOME_PATHWAY	R-HSA-446652:R-HSA-446652	6	3.0303030303030303	8.25016995385942E-5	IL1R2, SQSTM1, IL1RAP, IL1RN, IL1B, IL1A	116	36	9075	13.038793103448276	0.018716302020196363	0.018716302020196363	0.10564555687965216
REACTOME_PATHWAY	R-HSA-380108:R-HSA-380108	7	3.535353535353535	9.472612499312256E-5	CCRL2, CCL2, CCR5, CXCR6, CCL3L3, CCL4, CXCL10	116	59	9075	9.281852717708942	0.02145970253945617	0.010788042196949621	0.12129049357302302
KEGG_PATHWAY	hsa04620:Toll-like receptor signaling pathway	9	4.545454545454546	1.8473145105721712E-4	TNF, CCL3L3, TLR2, NFKBIA, IL1B, CCL4, CD14, SPP1, CXCL10	105	106	6879	5.562533692722372	0.029485814312402048	0.014853216171520023	0.22330521134715786
KEGG_PATHWAY	hsa05164:Influenza A	11	5.555555555555555	2.770922685060263E-4	NXT1, ICAM1, TNF, CCL2, SOCS3, NFKBIA, IL1B, IVNS1ABP, NLRP3, IL1A, CXCL10	105	174	6879	4.141707717569787	0.043902293629983324	0.014853635990407565	0.3347802701133884
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	13	6.565656565656567	2.7771080156508495E-4	IL1R2, IL2RB, TNF, CCL2, IL6ST, CCL4, CXCL10, CCR5, IL1RAP, CXCR6, CCL3L3, IL1B, IL1A	105	243	6879	3.5048794826572607	0.043998118653303275	0.01118581775791283	0.335526424442123
KEGG_PATHWAY	hsa04640:Hematopoietic cell lineage	8	4.040404040404041	3.196109454609206E-4	IL1R2, TNF, TFRC, CD44, CD2, IL1B, CD14, IL1A	105	87	6879	6.0243021346469625	0.05046724210461617	0.010303600279444103	0.3860598507846591
KEGG_PATHWAY	hsa05144:Malaria	6	3.0303030303030303	8.06452559248611E-4	KLRB1, ICAM1, TNF, CCL2, TLR2, IL1B	105	49	6879	8.022157434402333	0.12251728563192865	0.02154746746324543	0.9714917081509844
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	10	5.05050505050505	8.99865030485428E-4	IL1R2, IL2RB, CDKN1A, CCND2, BCL2A1, GZMB, BCL2L1, ETV6, CD14, PLAU	105	167	6879	3.923011120615911	0.13570727427504514	0.020619278129441088	1.0834595728312468
KEGG_PATHWAY	hsa05142:Chagas disease (American trypanosomiasis)	8	4.040404040404041	9.423159957145015E-4	GNA15, TNF, CCL2, C3, CCL3L3, TLR2, NFKBIA, IL1B	105	104	6879	5.03956043956044	0.14163611519292885	0.018909818153807434	1.134304579425438
KEGG_PATHWAY	hsa04668:TNF signaling pathway	8	4.040404040404041	0.0011147520700723705	ICAM1, TNF, CCL2, SOCS3, NFKBIA, IL1B, TNFAIP3, CXCL10	105	107	6879	4.89826435246996	0.16530639923634882	0.019876534088915654	1.3405909069500455
BIOCARTA	h_il1rPathway:Signal transduction through IL1R	6	3.0303030303030303	0.0012566469845672209	TNF, IL1RAP, IL1RN, NFKBIA, IL1B, IL1A	43	33	1625	6.871035940803383	0.11593867651698564	0.11593867651698564	1.3807409485023459
