Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-983168:R-HSA-983168	41	4.987834549878346	2.9550674576533624E-8	PSMB10, ANAPC13, UBE2G1, KEAP1, UBE2V2, BTBD1, TPP2, PSMB3, KLHL9, PSMB2, PSMD1, FBXL12, RNF34, UBE2D1, PSMD6, RPS27A, CUL1, PSMD8, HERC6, UBE2J1, HERC4, UBE2Q1, CDC27, TRIM21, PSMA2, PJA2, UBE2N, ASB8, RNF6, PSMC6, RNF7, RNF4, PSMD12, PSMD11, PSMA4, UBA3, PSMC1, MEX3C, ASB7, RNF111, RNF41	460	308	9075	2.626164596273292	1.9857856437321963E-5	1.9857856437321963E-5	4.432067747250912E-5
REACTOME_PATHWAY	R-HSA-1236974:R-HSA-1236974	18	2.18978102189781	7.605308944094333E-7	PSMB10, LY96, BTK, PSMA2, PSMC6, PSMD12, PSMD11, PSMA4, PSMB3, PSMD1, PSMC1, PSMB2, SNAP23, PSMD6, PSMD8, SEC61A1, RPS27A, SEC61G	460	84	9075	4.22748447204969	5.10946377782151E-4	2.5550583050582E-4	0.0011406532171354122
REACTOME_PATHWAY	R-HSA-5676590:R-HSA-5676590	15	1.824817518248175	9.603404349347456E-7	PSMB10, PSMA2, PSMC6, PSMD12, PSMD11, PSMB3, PSMA4, UBA3, PSMD1, PSMC1, PSMB2, PSMD6, RPS27A, CUL1, PSMD8	460	59	9075	5.015659543109801	6.451408892346189E-4	2.1509322485646631E-4	0.001440327911539363
REACTOME_PATHWAY	R-HSA-69481:R-HSA-69481	14	1.70316301703163	9.750628246957868E-7	PSMA2, PSMB10, PSMC6, PSMD12, PSMD11, PSMA4, PSMB3, PSMB2, PSMC1, PSMD1, TP53, PSMD6, PSMD8, RPS27A	460	51	9075	5.415601023017904	6.550279131405379E-4	1.637972181837144E-4	0.0014624085439840506
REACTOME_PATHWAY	R-HSA-195253:R-HSA-195253	16	1.9464720194647203	1.0754106877529289E-6	PSMB10, PPP2R5C, PSMA2, PSMC6, PSMD12, PSMD11, PSMA4, PSMB3, PSMD1, PSMC1, PSMB2, PPP2R5E, PSMD6, RPS27A, CUL1, PSMD8	460	68	9075	4.641943734015346	7.224153030614966E-4	1.4452482942783895E-4	0.0016129100952388953
REACTOME_PATHWAY	R-HSA-5607761:R-HSA-5607761	15	1.824817518248175	1.1955665060123411E-6	PSMB10, PSMA2, PSMC6, PSMD12, PSMD11, PSMB3, PSMA4, UBA3, PSMD1, PSMC1, PSMB2, PSMD6, RPS27A, CUL1, PSMD8	460	60	9075	4.932065217391305	8.030985159414028E-4	1.3389456404200306E-4	0.001793119305393276
REACTOME_PATHWAY	R-HSA-187577:R-HSA-187577	15	1.824817518248175	1.1955665060123411E-6	PSMB10, PSMA2, PSMC6, CDKN1B, PSMD12, PSMD11, PSMB3, PSMA4, PSMD1, PSMC1, PSMB2, PSMD6, RPS27A, CUL1, PSMD8	460	60	9075	4.932065217391305	8.030985159414028E-4	1.3389456404200306E-4	0.001793119305393276
REACTOME_PATHWAY	R-HSA-349425:R-HSA-349425	14	1.70316301703163	1.2410589641016095E-6	PSMA2, PSMB10, PSMC6, PSMD12, PSMD11, PSMA4, PSMB3, PSMB2, PSMC1, PSMD1, TP53, PSMD6, PSMD8, RPS27A	460	52	9075	5.311454849498328	8.336444666403597E-4	1.1913463739499086E-4	0.0018613486309493332
REACTOME_PATHWAY	R-HSA-5607764:R-HSA-5607764	17	2.068126520681265	1.900877110682734E-6	PSMB10, PSMA2, UBE2N, PSMC6, PSMD12, PSMD11, PSMA4, PSMB3, PSMD1, PSMC1, PSMB2, PSMD6, UBE2D1, TRAF6, PSMD8, RPS27A, CUL1	460	80	9075	4.192255434782609	0.0012765751163503758	1.596610818730415E-4	0.0028509351852501474
REACTOME_PATHWAY	R-HSA-180585:R-HSA-180585	14	1.70316301703163	1.973664584129591E-6	PSMA2, PSMB10, PSMC6, PSMD12, PSMD11, PSMA4, PSMB3, PSMB2, PSMC1, PSMD1, APOBEC3G, PSMD6, PSMD8, RPS27A	460	54	9075	5.1147342995169085	0.001325424757041449	1.4735624304151873E-4	0.002960100318116776
