Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-193648:R-HSA-193648	4	2.051282051282051	0.008955737167954355	ARHGEF19, ARHGEF16, MCF2L, NET1	84	47	9075	9.19452887537994	0.7813619510513212	0.7813619510513212	10.3844528021943
KEGG_PATHWAY	hsa04512:ECM-receptor interaction	5	2.564102564102564	0.00998855778378949	SDC1, LAMA5, ITGB4, ITGA2, SPP1	68	87	6879	5.813894523326572	0.7261027870714247	0.7261027870714247	11.018856339847783
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	6	3.076923076923077	0.022878609306861687	PLAT, PDGFA, SIX1, SIX4, TCF3, ETV4	68	167	6879	3.6345544205706237	0.949492115510711	0.7752604073838145	23.59767318990851
REACTOME_PATHWAY	R-HSA-3000170:R-HSA-3000170	3	1.5384615384615385	0.025018831925235706	SDC1, ITGB4, ITGA2	84	27	9075	12.003968253968253	0.986184633353828	0.8824612121630823	26.567294568144106
KEGG_PATHWAY	hsa05412:Arrhythmogenic right ventricular cardiomyopathy (ARVC)	4	2.051282051282051	0.02717134771578966	ITGB4, CACNG4, DSP, ITGA2	68	67	6879	6.039508340649692	0.9713786863875847	0.6941114734844774	27.411289348294364
REACTOME_PATHWAY	R-HSA-3000157:R-HSA-3000157	3	1.5384615384615385	0.03046559135458995	LAMA5, ITGB4, ITGA2	84	30	9075	10.803571428571429	0.9946397466217893	0.8249904399431014	31.41377589481825
REACTOME_PATHWAY	R-HSA-3000178:R-HSA-3000178	4	2.051282051282051	0.03109758971688465	APP, LAMA5, ITGA2, TGFB2	84	75	9075	5.761904761904762	0.9951990616315677	0.7367723341617565	31.95668573195182
REACTOME_PATHWAY	R-HSA-416482:R-HSA-416482	4	2.051282051282051	0.03325635302744575	ARHGEF19, ARHGEF16, MCF2L, NET1	84	77	9075	5.612244897959183	0.9967068294589638	0.6811966734730528	33.78153083022634
REACTOME_PATHWAY	R-HSA-186797:R-HSA-186797	3	1.5384615384615385	0.03433349781641846	PLAT, PDGFA, SPP1	84	32	9075	10.128348214285714	0.997272334314552	0.626206403891056	34.675161313845095
KEGG_PATHWAY	hsa05410:Hypertrophic cardiomyopathy (HCM)	4	2.051282051282051	0.040032007737666325	ITGB4, CACNG4, ITGA2, TGFB2	68	78	6879	5.1877828054298645	0.994858129753783	0.7322186798489199	37.81933378079378
KEGG_PATHWAY	hsa05414:Dilated cardiomyopathy	4	2.051282051282051	0.04813711314763111	ITGB4, CACNG4, ITGA2, TGFB2	68	84	6879	4.817226890756302	0.998277747490369	0.7199604537733544	43.65810170155127
REACTOME_PATHWAY	R-HSA-5673001:R-HSA-5673001	4	2.051282051282051	0.08980995861883426	PDGFA, ERBB3, SPTBN2, SPTB	84	116	9075	3.7253694581280787	0.9999998760286214	0.8968826762767439	68.2374894357682
REACTOME_PATHWAY	R-HSA-74259:R-HSA-74259	2	1.0256410256410255	0.09617989958979692	XDH, NT5E	84	11	9075	19.642857142857142	0.9999999621681789	0.881904824484808	70.8430982967371
REACTOME_PATHWAY	R-HSA-194840:R-HSA-194840	4	2.051282051282051	0.10446887479970997	ARHGEF19, ARHGEF16, MCF2L, NET1	84	124	9075	3.4850230414746544	0.9999999920267434	0.8740547627775158	73.9399842184941
REACTOME_PATHWAY	R-HSA-114608:R-HSA-114608	4	2.051282051282051	0.11604495870985392	APP, PDGFA, ECM1, TGFB2	84	130	9075	3.3241758241758244	0.9999999991154958	0.8756430702904623	77.7613670292462
KEGG_PATHWAY	hsa04510:Focal adhesion	5	2.564102564102564	0.14035352031142156	LAMA5, PDGFA, ITGB4, ITGA2, SPP1	68	206	6879	2.4553826384922903	0.999999996632825	0.9612851469987991	82.77437980298853
BIOCARTA	h_plateletAppPathway:Platelet Amyloid Precursor Protein Pathway	2	1.0256410256410255	0.1465231929580416	PLAT, APP	18	15	1625	12.037037037037035	0.9966664877398692	0.9966664877398692	75.66229001626705
KEGG_PATHWAY	hsa04810:Regulation of actin cytoskeleton	5	2.564102564102564	0.14749237221532857	ENAH, PDGFA, IQGAP3, ITGB4, ITGA2	68	210	6879	2.408613445378151	0.999999998851642	0.947171511702679	84.36645801849451
REACTOME_PATHWAY	R-HSA-1474228:R-HSA-1474228	3	1.5384615384615385	0.15955610832791006	LAMA5, SPP1, ADAM15	84	78	9075	4.15521978021978	0.9999999999998255	0.9307883020666495	87.97911548005507
REACTOME_PATHWAY	R-HSA-2979096:R-HSA-2979096	2	1.0256410256410255	0.17565302154774504	NEURL1B, MDK	84	21	9075	10.289115646258502	0.9999999999999933	0.9341508949662869	90.50322699277378
REACTOME_PATHWAY	R-HSA-4641263:R-HSA-4641263	2	1.0256410256410255	0.17565302154774504	RNF43, LGR4	84	21	9075	10.289115646258502	0.9999999999999933	0.9341508949662869	90.50322699277378
KEGG_PATHWAY	hsa04390:Hippo signaling pathway	4	2.051282051282051	0.18167825787364858	AJUBA, AMOT, LLGL2, TGFB2	68	151	6879	2.6797818465134395	0.9999999999941493	0.9605632648310376	90.2870090563164
REACTOME_PATHWAY	R-HSA-375165:R-HSA-375165	2	1.0256410256410255	0.1832099907554268	SPTBN2, SPTB	84	22	9075	9.821428571428571	0.9999999999999986	0.9279829346455206	91.51152252261801
KEGG_PATHWAY	hsa04350:TGF-beta signaling pathway	3	1.5384615384615385	0.19698470925264303	LTBP1, ACVR1C, TGFB2	68	84	6879	3.612920168067227	0.9999999999994879	0.956910179758323	92.20191259476684
KEGG_PATHWAY	hsa05222:Small cell lung cancer	3	1.5384615384615385	0.20053708856015698	LAMA5, ITGA2, TRAF5	68	85	6879	3.5704152249134946	0.9999999999997109	0.944268807145906	92.59379695977296
REACTOME_PATHWAY	R-HSA-2682334:R-HSA-2682334	2	1.0256410256410255	0.21275947265771425	EPHA10, EPHB3	84	26	9075	8.31043956043956	1.0	0.9442983030445862	94.58260295080869
REACTOME_PATHWAY	R-HSA-5576894:R-HSA-5576894	2	1.0256410256410255	0.21998026652963137	CACNG4, KCNIP3	84	27	9075	8.002645502645503	1.0	0.9391319138977692	95.15808288447764
REACTOME_PATHWAY	R-HSA-6807878:R-HSA-6807878	3	1.5384615384615385	0.22576013387696903	EHHADH, SPTBN2, SPTB	84	98	9075	3.307215743440233	1.0	0.9329733085947776	95.57767753435341
BIOCARTA	h_ctcfPathway:CTCF: First Multivalent Nuclear Factor	2	1.0256410256410255	0.23270800582886497	CDKN2A, TGFB2	18	25	1625	7.222222222222221	0.9999277922177365	0.9915024837591554	90.58257943792236
REACTOME_PATHWAY	R-HSA-2022928:R-HSA-2022928	2	1.0256410256410255	0.24821487081000862	SDC1, HS6ST2	84	31	9075	6.970046082949309	1.0	0.9413556857396409	96.91063003060184
REACTOME_PATHWAY	R-HSA-445095:R-HSA-445095	2	1.0256410256410255	0.24821487081000862	SPTBN2, SPTB	84	31	9075	6.970046082949309	1.0	0.9413556857396409	96.91063003060184
REACTOME_PATHWAY	R-HSA-4085001:R-HSA-4085001	2	1.0256410256410255	0.26195110678628053	ST6GAL1, ST6GALNAC1	84	33	9075	6.5476190476190474	1.0	0.9422614366254365	97.53246291269552
KEGG_PATHWAY	hsa04710:Circadian rhythm	2	1.0256410256410255	0.26219835180131257	RORC, PER3	68	31	6879	6.5265654648956355	1.0	0.9717322058609321	97.08789334480258
KEGG_PATHWAY	hsa00512:Mucin type O-Glycan biosynthesis	2	1.0256410256410255	0.26219835180131257	GCNT3, ST6GALNAC1	68	31	6879	6.5265654648956355	1.0	0.9717322058609321	97.08789334480258
BIOCARTA	h_inflamPathway:Cytokines and Inflammatory Response	2	1.0256410256410255	0.2648315172331181	PDGFA, TGFB2	18	29	1625	6.226053639846743	0.9999845144124211	0.9750745755304059	93.56916805691019
REACTOME_PATHWAY	R-HSA-5626467:R-HSA-5626467	2	1.0256410256410255	0.2687259417961012	EHHADH, IQGAP3	84	34	9075	6.355042016806722	1.0	0.9381942536048706	97.79477737474139
BIOCARTA	h_g1Pathway:Cell Cycle: G1/S Check Point 	2	1.0256410256410255	0.27266225921730075	CDKN2A, TGFB2	18	30	1625	6.018518518518517	0.9999894682525441	0.9430327691503619	94.15498330568653
REACTOME_PATHWAY	R-HSA-2129379:R-HSA-2129379	2	1.0256410256410255	0.29521629968500884	LTBP1, TGFB2	84	38	9075	5.68609022556391	1.0	0.947991785387532	98.59345642211028
KEGG_PATHWAY	hsa05206:MicroRNAs in cancer	5	2.564102564102564	0.303510863718361	NOTCH3, CDKN2A, PDGFA, ERBB3, TGFB2	68	286	6879	1.7685623200329081	1.0	0.9795200341705723	98.51003350101615
REACTOME_PATHWAY	R-HSA-3000171:R-HSA-3000171	2	1.0256410256410255	0.3081036787422461	LAMA5, PDGFA	84	40	9075	5.401785714285714	1.0	0.9483927071655031	98.87676403382784
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	4	2.051282051282051	0.30889977447829414	SDC1, ERBB3, ITGA2, TGFB2	68	200	6879	2.023235294117647	1.0	0.9744286683892313	98.63872252246179
REACTOME_PATHWAY	R-HSA-3769402:R-HSA-3769402	2	1.0256410256410255	0.32075819242906184	SOX4, SOX9	84	42	9075	5.144557823129251	1.0	0.9487561146058114	99.10305237170269
KEGG_PATHWAY	hsa05200:Pathways in cancer	6	3.076923076923077	0.336264738241204	CDKN2A, LAMA5, PDGFA, ITGA2, TRAF5, TGFB2	68	393	6879	1.5444544229905703	1.0	0.9771013402392014	99.14906921408583
KEGG_PATHWAY	hsa04110:Cell cycle	3	1.5384615384615385	0.3411797100395856	CDKN2A, MCM2, TGFB2	68	124	6879	2.4474620493358636	1.0	0.9723690443159598	99.21953187851048
KEGG_PATHWAY	hsa02010:ABC transporters	2	1.0256410256410255	0.35079689191131735	ABCC3, ABCA12	68	44	6879	4.598262032085562	1.0	0.9692872637781599	99.34221346049836
KEGG_PATHWAY	hsa04360:Axon guidance	3	1.5384615384615385	0.3518598832807893	SEMA6C, PLXNB3, EPHB3	68	127	6879	2.3896479851783234	1.0	0.9627694610803105	99.35463050646996
REACTOME_PATHWAY	R-HSA-3928665:R-HSA-3928665	2	1.0256410256410255	0.3691296474521666	EPHA10, EPHB3	84	50	9075	4.321428571428571	1.0	0.966115991407934	99.6354694023893
KEGG_PATHWAY	hsa01212:Fatty acid metabolism	2	1.0256410256410255	0.3758856913220313	EHHADH, SCD5	68	48	6879	4.2150735294117645	1.0	0.9659022020459678	99.58406097989234
KEGG_PATHWAY	hsa05144:Malaria	2	1.0256410256410255	0.3820071462602092	SDC1, TGFB2	68	49	6879	4.1290516206482595	1.0	0.9619032739331577	99.62910794206788
KEGG_PATHWAY	hsa00330:Arginine and proline metabolism	2	1.0256410256410255	0.3880694480477701	PYCR1, CKB	68	50	6879	4.046470588235294	1.0	0.95790516781239	99.66928181317935
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	4	2.051282051282051	0.42374164304351636	TNFRSF21, TNFRSF11A, CX3CL1, TGFB2	68	243	6879	1.6652142338416849	1.0	0.9661541144043985	99.83552328877494
BIOCARTA	h_PparaPathway:Mechanism of Gene Regulation by Peroxisome Proliferators via PPARa(alpha)	2	1.0256410256410255	0.42631805168423675	PDGFA, EHHADH	18	52	1625	3.472222222222222	0.9999999979480695	0.9817007821290743	99.29608422406147
REACTOME_PATHWAY	R-HSA-2219530:R-HSA-2219530	2	1.0256410256410255	0.43012771352037277	PDGFA, ERBB3	84	61	9075	3.5421545667447303	1.0	0.9809336823191206	99.89444117741179
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	5	2.564102564102564	0.4352863028966193	LAMA5, PDGFA, ITGB4, ITGA2, SPP1	68	345	6879	1.4661125319693096	1.0	0.9649400314291602	99.87001478503832
REACTOME_PATHWAY	R-HSA-983189:R-HSA-983189	2	1.0256410256410255	0.4405746262185008	KIF1A, EHHADH	84	63	9075	3.429705215419501	1.0	0.9802877133249639	99.91575154765823
KEGG_PATHWAY	hsa05166:HTLV-I infection	4	2.051282051282051	0.4523309991665747	CDKN2A, PDGFA, TCF3, TGFB2	68	254	6879	1.593098656785549	1.0	0.9658470722727394	99.90898692745205
KEGG_PATHWAY	hsa05321:Inflammatory bowel disease (IBD)	2	1.0256410256410255	0.46703649516109413	RORC, TGFB2	68	64	6879	3.161305147058824	1.0	0.9660375581038178	99.93368139381124
KEGG_PATHWAY	hsa05214:Glioma	2	1.0256410256410255	0.472276195062149	CDKN2A, PDGFA	68	65	6879	3.1126696832579186	1.0	0.9630496552277025	99.94087981238683
KEGG_PATHWAY	hsa05212:Pancreatic cancer	2	1.0256410256410255	0.472276195062149	CDKN2A, TGFB2	68	65	6879	3.1126696832579186	1.0	0.9630496552277025	99.94087981238683
KEGG_PATHWAY	hsa04115:p53 signaling pathway	2	1.0256410256410255	0.48260382478993297	CDKN2A, PERP	68	67	6879	3.019754170324846	1.0	0.9619703026609883	99.9530198336507
KEGG_PATHWAY	hsa03320:PPAR signaling pathway	2	1.0256410256410255	0.48260382478993297	EHHADH, SCD5	68	67	6879	3.019754170324846	1.0	0.9619703026609883	99.9530198336507
KEGG_PATHWAY	hsa05218:Melanoma	2	1.0256410256410255	0.5026654031899942	CDKN2A, PDGFA	68	71	6879	2.849627174813587	1.0	0.9644651272163149	99.97033914532254
KEGG_PATHWAY	hsa00562:Inositol phosphate metabolism	2	1.0256410256410255	0.5026654031899942	INPP4B, ITPKA	68	71	6879	2.849627174813587	1.0	0.9644651272163149	99.97033914532254
KEGG_PATHWAY	hsa05220:Chronic myeloid leukemia	2	1.0256410256410255	0.5075598535421559	CDKN2A, TGFB2	68	72	6879	2.810049019607843	1.0	0.9617502674390588	99.97356176167884
REACTOME_PATHWAY	R-HSA-3108214:R-HSA-3108214	2	1.0256410256410255	0.5085896330301358	CDKN2A, CBX2	84	77	9075	2.8061224489795915	1.0	0.9901283887834351	99.98264511502738
REACTOME_PATHWAY	R-HSA-1257604:R-HSA-1257604	2	1.0256410256410255	0.5264748480283781	PDGFA, ERBB3	84	81	9075	2.667548500881834	1.0	0.9907127316808821	99.98895451746618
KEGG_PATHWAY	hsa01100:Metabolic pathways	13	6.666666666666667	0.5341593982892268	XDH, PYCR1, ST6GAL1, GCNT3, EHHADH, INPP4B, CTPS2, FUT2, NT5E, ITPKA, PLPP2, ST6GALNAC1, CKB	68	1219	6879	1.0788375235245862	1.0	0.9665629342660358	99.98613963079104
REACTOME_PATHWAY	R-HSA-216083:R-HSA-216083	2	1.0256410256410255	0.5479293050888321	ITGA2, SPP1	84	86	9075	2.512458471760797	1.0	0.9917029430247324	99.99372281316836
KEGG_PATHWAY	hsa04146:Peroxisome	2	1.0256410256410255	0.5583643347165166	XDH, EHHADH	68	83	6879	2.437632884479093	1.0	0.9702302083033774	99.99254783123567
KEGG_PATHWAY	hsa04666:Fc gamma R-mediated phagocytosis	2	1.0256410256410255	0.5627183061084697	MYO10, PLPP2	68	84	6879	2.408613445378151	1.0	0.9680034273875594	99.99335885604485
KEGG_PATHWAY	hsa04064:NF-kappa B signaling pathway	2	1.0256410256410255	0.5755280935015068	TNFRSF11A, TRAF5	68	87	6879	2.3255578093306286	1.0	0.9683942509518647	99.99530020279468
KEGG_PATHWAY	hsa04640:Hematopoietic cell lineage	2	1.0256410256410255	0.5755280935015068	ITGA2, CD24	68	87	6879	2.3255578093306286	1.0	0.9683942509518647	99.99530020279468
KEGG_PATHWAY	hsa05323:Rheumatoid arthritis	2	1.0256410256410255	0.5797153163670452	TNFRSF11A, TGFB2	68	88	6879	2.299131016042781	1.0	0.9662403787282364	99.99581197066476
KEGG_PATHWAY	hsa04070:Phosphatidylinositol signaling system	2	1.0256410256410255	0.6194124265733296	INPP4B, ITPKA	68	98	6879	2.0645258103241297	1.0	0.9744026262669466	99.99867898487787
KEGG_PATHWAY	hsa05231:Choline metabolism in cancer	2	1.0256410256410255	0.6305842022049143	PDGFA, PLPP2	68	101	6879	2.003203261502621	1.0	0.9745325438814406	99.99906581606152
KEGG_PATHWAY	hsa00240:Pyrimidine metabolism	2	1.0256410256410255	0.6305842022049143	CTPS2, NT5E	68	101	6879	2.003203261502621	1.0	0.9745325438814406	99.99906581606152
REACTOME_PATHWAY	R-HSA-1989781:R-HSA-1989781	2	1.0256410256410255	0.6482181898631283	TNFRSF21, GRHL1	84	113	9075	1.9121365360303413	1.0	0.9977308197058009	99.9997047943283
KEGG_PATHWAY	hsa05146:Amoebiasis	2	1.0256410256410255	0.6484902015669975	LAMA5, TGFB2	68	106	6879	1.9087125416204216	1.0	0.9763983439209017	99.99947580692208
KEGG_PATHWAY	hsa04668:TNF signaling pathway	2	1.0256410256410255	0.651967413512323	CX3CL1, TRAF5	68	107	6879	1.8908741066520065	1.0	0.9747730929301576	99.9995330388821
KEGG_PATHWAY	hsa05145:Toxoplasmosis	2	1.0256410256410255	0.6621970138571944	LAMA5, TGFB2	68	110	6879	1.8393048128342246	1.0	0.9748848043701722	99.99966993131909
REACTOME_PATHWAY	R-HSA-2132295:R-HSA-2132295	2	1.0256410256410255	0.6764889577654369	EHHADH, SPTBN2	84	122	9075	1.7710772833723651	1.0	0.9982660284018481	99.99989366289904
REACTOME_PATHWAY	R-HSA-2559580:R-HSA-2559580	2	1.0256410256410255	0.6794881107391934	CDKN2A, CBX2	84	123	9075	1.7566782810685249	1.0	0.9979767313143416	99.99990507380411
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	3	1.5384615384615385	0.7124904308942551	PDGFA, CACNG4, TGFB2	68	253	6879	1.1995466170657987	1.0	0.9838047226667154	99.99994936962737
KEGG_PATHWAY	hsa04380:Osteoclast differentiation	2	1.0256410256410255	0.7259646348758371	TNFRSF11A, TGFB2	68	131	6879	1.5444544229905701	1.0	0.9846210626209931	99.99997102745047
KEGG_PATHWAY	hsa04550:Signaling pathways regulating pluripotency of stem cells	2	1.0256410256410255	0.7495154524635276	TCF3, ACVR1C	68	140	6879	1.445168067226891	1.0	0.9871660737097355	99.99998981083357
KEGG_PATHWAY	hsa03013:RNA transport	2	1.0256410256410255	0.8181984664412887	PABPC4L, EEF1A2	68	172	6879	1.176299589603283	1.0	0.9946800599640758	99.99999975480648
KEGG_PATHWAY	hsa00230:Purine metabolism	2	1.0256410256410255	0.8253563848287424	XDH, NT5E	68	176	6879	1.1495655080213905	1.0	0.9946733012210784	99.99999984631383
KEGG_PATHWAY	hsa04020:Calcium signaling pathway	2	1.0256410256410255	0.8305419425248991	ERBB3, ITPKA	68	179	6879	1.130299046993099	1.0	0.994507746042948	99.99999989175713
KEGG_PATHWAY	hsa05168:Herpes simplex infection	2	1.0256410256410255	0.8372207390977174	PER3, TRAF5	68	183	6879	1.105593056894889	1.0	0.9945056371069713	99.99999993218715
KEGG_PATHWAY	hsa05203:Viral carcinogenesis	2	1.0256410256410255	0.8695740688753758	CDKN2A, TRAF5	68	205	6879	0.9869440459110473	1.0	0.996694989795456	99.99999999484595
KEGG_PATHWAY	hsa01130:Biosynthesis of antibiotics	2	1.0256410256410255	0.8784718712969359	PYCR1, EHHADH	68	212	6879	0.9543562708102108	1.0	0.996925815208593	99.99999999773394
