"Entrez"	"Symbol"	"SRR2016907"	"SRR2016908"	"SRR2016914"	"SRR2016915"	"SRR2016916"	"SRR2016917"
"130617"	"ZFAND2B"	367	424	681	988	683	585
"1307"	"COL16A1"	0	201	8	1	40	12
"130733"	"TMEM178A"	0	0	1	0	119	14
"130749"	"CPO"	0	0	0	0	11	0
"130752"	"MDH1B"	0	76	29	16	24	18
"1308"	"COL17A1"	129	530	25	88	43	31
"130813"	"C2orf50"	41	52	12	10	30	0
"130814"	"PQLC3"	541	454	328	162	690	387
"130827"	"TMEM182"	200	43	14	7	75	11
"130872"	"AHSA2P"	1037	768	854	900	1620	1109
"130888"	"FBXO36"	5	88	17	12	76	49
"130916"	"MTERF4"	300	243	69	51	212	132
"130940"	"CCDC148"	25	28	7	20	37	13
"130951"	"M1AP"	59	11	58	42	96	112
"131"	"ADH7"	0	18	2	0	19	2
"1310"	"COL19A1"	54	14	0	0	0	0
"131034"	"CPNE4"	284	107	7	0	0	5
"131076"	"CCDC58"	76	23	20	37	51	51
"131096"	"KCNH8"	29	0	0	20	21	0
"1311"	"COMP"	0	11	8	22	3	2
"131118"	"DNAJC19"	213	200	43	5	147	70
"131149"	"OTOL1"	0	0	0	0	0	0
"131177"	"FAM3D"	0	29	10	3	21	8
"1312"	"COMT"	654	947	401	257	1752	814
"131368"	"ZPLD1"	27	0	0	27	0	0
"131375"	"LYZL4"	0	0	0	0	0	0
"131377"	"KLHL40"	0	0	0	0	0	0
"1314"	"COPA"	4533	10632	6461	3651	7959	5455
"131405"	"TRIM71"	0	17	4	0	39	8
"131408"	"FAM131A"	411	588	639	488	766	569
"131450"	"CD200R1"	43	97	68	13	12	11
"131474"	"CHCHD4"	198	76	38	26	383	35
"1315"	"COPB1"	1815	2511	2096	2000	2659	2893
"131540"	"ZDHHC19"	0	15	58	18	71	81
"131544"	"CRYBG3"	720	777	159	74	649	507
"131566"	"DCBLD2"	1236	2373	88	110	713	149
"131578"	"LRRC15"	0	0	0	0	6	0
"131583"	"FAM43A"	32	350	171	195	271	283
"1316"	"KLF6"	21443	32593	25100	31195	37036	27707
"131601"	"TPRA1"	282	1338	382	236	257	298
"131616"	"TMEM42"	260	77	32	39	157	22
"131669"	"UROC1"	0	27	4	0	0	0
"1317"	"SLC31A1"	1877	2897	1398	708	3834	2739
"1318"	"SLC31A2"	0	90	161	125	145	106
"131831"	"ERICH6"	0	0	0	0	0	6
"131870"	"NUDT16"	2320	1036	1427	946	1367	1225
"131873"	"COL6A6"	0	21	21	0	24	20
"131890"	"GRK7"	0	2	8	3	20	3
"131920"	"TMEM207"	0	0	0	0	0	0
"131965"	"METTL6"	56	153	78	32	112	62
"132"	"ADK"	682	284	445	159	406	409
"132001"	"TAMM41"	209	60	13	54	124	62
"132014"	"IL17RE"	815	166	18	11	112	40
"132112"	"RTP1"	0	0	0	0	0	0
"132141"	"IQCF1"	0	0	0	0	0	0
"132158"	"GLYCTK"	28	128	122	141	241	120
"132160"	"PPM1M"	896	894	1633	1584	1593	1894
"132200"	"C3orf49"	0	2	1	5	3	13
"132203"	"SNTN"	87	68	83	14	47	30
"132204"	"SYNPR"	12	0	0	0	0	0
"132228"	"LSMEM2"	25	17	38	21	62	46
"132241"	"RPL32P3"	140	134	98	210	137	175
"132243"	"H1FOO"	0	0	0	0	0	0
"132299"	"OCIAD2"	1020	1015	28	72	147	27
"132320"	"SCLT1"	632	1241	2577	1801	1752	2673
"132321"	"C4orf33"	515	491	1246	968	1066	858
"132332"	"TMEM155"	0	0	0	0	15	0
"132430"	"PABPC4L"	133	84	0	0	0	0
"1325"	"CORT"	73	10	0	0	11	0
"1326"	"MAP3K8"	2632	11037	13841	9821	13691	12121
"132612"	"ADAD1"	0	0	0	0	0	0
"132625"	"ZFP42"	0	4	5	7	14	6
"132660"	"LIN54"	561	730	856	626	865	948
"132671"	"SPATA18"	21	275	100	67	202	69
"1327"	"COX4I1"	937	1558	1479	999	2645	1598
"132720"	"FAM241A"	399	443	452	365	810	643
"132724"	"TMPRSS11B"	0	0	0	0	1	0
"132789"	"GNPDA2"	261	190	25	16	160	86
"132851"	"SPATA4"	55	18	4	4	0	0
"132864"	"CPEB2"	1721	2017	2056	2139	1966	3336
"132884"	"EVC2"	70	103	5	1	100	0
"1329"	"COX5B"	701	1243	950	860	1234	1074
"132946"	"ARL9"	2	2	3	5	3	6
"132949"	"AASDH"	207	184	98	51	166	81
"132954"	"PDCL2"	0	0	0	0	36	0
"132989"	"C4orf36"	23	10	0	0	0	4
"133"	"ADM"	1898	3960	5669	8838	8560	11284
"133015"	"PACRGL"	229	88	20	11	74	89
"133022"	"TRAM1L1"	82	0	3	0	11	9
"133060"	"OTOP1"	0	0	0	0	0	0
"133121"	"ENPP6"	0	28	21	15	27	0
"133308"	"SLC9B2"	29	54	18	31	46	66
"133383"	"SETD9"	0	111	120	95	141	111
"133396"	"IL31RA"	49	185	12	5	23	3
"133418"	"EMB"	3673	3498	6616	6410	4030	3719
"133482"	"SLCO6A1"	0	0	0	0	0	0
"133491"	"C5orf47"	0	0	0	0	0	0
"133522"	"PPARGC1B"	59	140	51	4	153	214
"133558"	"MROH2B"	0	0	0	0	0	0
"133584"	"EGFLAM"	0	0	3	0	0	1
"133619"	"PRRC1"	2567	1239	219	149	716	513
"133686"	"NADK2"	458	419	95	76	299	117
"133688"	"UGT3A1"	0	3	0	0	0	9
"133690"	"CAPSL"	0	80	25	6	29	17
"1337"	"COX6A1"	756	784	473	471	771	536
"133746"	"JMY"	2784	3829	2022	337	747	849
"133874"	"C5orf58"	345	995	738	1533	1616	1847
"1339"	"COX6A2"	0	0	6	0	2	0
"133923"	"ZNF474"	17	18	0	0	23	0
"133957"	"CCDC127"	363	384	68	35	97	151
"134"	"ADORA1"	386	184	35	9	85	35
"1340"	"COX6B1"	1022	2177	1375	1120	1834	1809
"134083"	"OR2Y1"	0	0	0	0	0	0
"134111"	"UBE2QL1"	0	17	2	0	8	0
"134121"	"C5orf49"	21	827	23	12	85	25
"134145"	"ATPSCKMT"	427	295	36	55	75	50
"134147"	"CMBL"	66	231	29	17	193	12
"134187"	"POU5F2"	18	5	47	74	60	36
"134218"	"DNAJC21"	1950	682	369	296	887	654
"134265"	"AFAP1L1"	3	1	8	10	11	1
"134266"	"GRPEL2"	315	177	17	36	137	49
"134285"	"TMEM171"	11	0	4	0	0	0
"134288"	"TMEM174"	0	0	0	0	0	0
"134353"	"LSM11"	126	70	71	38	99	58
"134359"	"POC5"	336	174	64	20	130	184
"134391"	"GPR151"	0	0	0	0	0	0
"134429"	"STARD4"	381	540	389	504	1519	346
"134430"	"WDR36"	653	488	98	115	291	275
"134466"	"ZNF300P1"	0	0	3	6	0	11
"134492"	"NUDCD2"	172	209	105	98	230	199
"1345"	"COX6C"	1046	441	195	81	570	295
"134510"	"UBLCP1"	930	837	1026	495	1097	1136
"134526"	"ACOT12"	0	0	0	0	0	1
"134548"	"SOWAHA"	0	14	0	0	0	0
"134549"	"SHROOM1"	181	271	45	32	80	30
"134553"	"C5orf24"	1120	934	240	122	439	312
"1346"	"COX7A1"	0	0	0	1	5	0
"134637"	"ADAT2"	85	82	48	18	214	54
"1347"	"COX7A2"	615	1029	397	289	992	717
"134701"	"RIPPLY2"	0	0	0	0	0	0
"134728"	"IRAK1BP1"	82	98	25	7	78	17
"134829"	"CLVS2"	0	0	0	0	8	0
"134860"	"TAAR9"	0	0	0	0	0	0
"134864"	"TAAR1"	0	0	46	0	0	0
"1349"	"COX7B"	545	783	772	821	904	857
"134957"	"STXBP5"	1240	2940	6841	6664	2894	3080
"135"	"ADORA2A"	1	177	110	142	38	76
"1350"	"COX7C"	2410	1196	383	216	1591	691
"1351"	"COX8A"	476	648	396	314	822	565
"135112"	"NCOA7"	9021	23606	996	1318	12435	861
"135114"	"HINT3"	734	1186	685	506	1189	805
"135138"	"PACRG"	0	25	6	24	18	0
"135152"	"B3GAT2"	17	17	46	0	25	12
"135154"	"SDHAF4"	42	145	50	8	130	52
"1352"	"COX10"	327	108	21	42	99	140
"135228"	"CD109"	134	2835	171	126	890	690
"135250"	"RAET1E"	0	0	13	2	11	5
"135293"	"PM20D2"	300	1425	744	193	358	177
"135295"	"SRSF12"	229	174	320	138	326	584
"1353"	"COX11"	592	484	66	87	300	184
"135398"	"C6orf141"	126	203	12	17	7	12
"135458"	"HUS1B"	33	0	9	8	19	4
"1355"	"COX15"	650	413	388	312	837	651
"1356"	"CP"	275	6236	198	211	870	156
"135644"	"TRIM40"	0	0	0	0	0	0
"135656"	"MUCL3"	206	0	28	36	276	11
"1357"	"CPA1"	0	0	0	0	8	0
"1358"	"CPA2"	0	0	0	0	0	0
"135886"	"TMEM270"	0	0	4	0	0	0
"135892"	"TRIM50"	29	0	4	10	4	3
"1359"	"CPA3"	13	80	664	97	203	111
"135924"	"OR9A2"	0	0	0	0	0	0
"135927"	"LLCFC1"	0	0	5	34	13	25
"135932"	"TMEM139"	1	1	1	28	3	15
"135935"	"NOBOX"	0	0	0	0	0	0
"135941"	"OR2A14"	0	0	4	0	0	0
"135946"	"OR6B1"	0	0	0	0	0	0
"135948"	"OR2F2"	0	0	0	0	0	0
"136"	"ADORA2B"	218	56	45	18	53	109
"1360"	"CPB1"	5	12	2	5	38	1
"136051"	"ZNF786"	167	119	25	22	52	64
"1361"	"CPB2"	205	0	8	5	380	24
"1362"	"CPD"	13956	27599	29129	20003	17425	17218
"136227"	"COL26A1"	34	8	1	0	0	0
"136242"	"PRSS37"	0	0	0	0	0	0
"136259"	"KLF14"	0	0	0	14	0	0
"136263"	"SSMEM1"	0	0	0	0	0	0
"136288"	"C7orf57"	164	256	16	25	8	0
"1363"	"CPE"	354	1663	466	250	940	226
"136306"	"SVOPL"	0	0	0	12	0	6
"136332"	"LRGUK"	13	63	13	21	23	12
"136371"	"ASB10"	0	8	0	0	0	0
"1364"	"CLDN4"	11493	5283	174	425	2276	148
"1365"	"CLDN3"	931	1106	15	46	236	8
"136541"	"PRSS58"	0	0	3	0	0	4
"1366"	"CLDN7"	2782	1700	113	105	1148	368
"136647"	"MPLKIP"	325	317	114	86	313	144
"1368"	"CPM"	4193	440	778	371	2820	1492
"136853"	"SSC4D"	0	124	18	17	15	48
"136895"	"C7orf31"	200	90	48	71	172	77
"1369"	"CPN1"	0	0	0	0	0	0
"136991"	"ASZ1"	0	0	0	0	0	0
"1370"	"CPN2"	0	0	0	0	0	0
"137075"	"CLDN23"	203	148	43	15	143	88
"1371"	"CPOX"	359	171	32	54	200	98
"137196"	"CCDC26"	0	16	1	1	0	1
"137209"	"ZNF572"	14	0	0	0	0	4
"1373"	"CPS1"	14	22	23	33	28	52
"137362"	"GOT1L1"	0	0	0	0	0	0
"137392"	"FAM92A"	240	131	34	73	156	103
"1374"	"CPT1A"	396	862	933	447	1327	1108
"137492"	"VPS37A"	422	729	603	368	658	564
"1375"	"CPT1B"	175	66	42	70	71	30
"1376"	"CPT2"	668	297	135	136	262	328
"137682"	"NDUFAF6"	217	51	39	61	200	51
"137695"	"TMEM68"	379	165	83	95	166	126
"137735"	"ABRA"	14	0	0	0	0	4
"137797"	"LYPD2"	0	0	0	0	0	10
"1378"	"CR1"	7103	19770	48868	33876	21370	28254
"137814"	"NKX2-6"	0	0	0	0	0	0
"137835"	"TMEM71"	2957	7448	12474	12274	9155	11505
"137868"	"SGCZ"	0	0	0	0	0	0
"137872"	"ADHFE1"	45	19	8	0	23	19
"137886"	"UBXN2B"	2565	4131	8861	7923	5847	8176
"1379"	"CR1L"	1240	1610	3010	2238	1672	1994
"137902"	"PXDNL"	33	0	10	8	0	3
"137964"	"GPAT4"	3488	2909	5616	6156	5113	5034
"137970"	"UNC5D"	0	31	0	0	4	0
"137994"	"LETM2"	432	116	132	144	237	112
"1380"	"CR2"	326	0	2	7	8	2
"138009"	"DCAF4L2"	0	0	0	0	0	0
"138046"	"RALYL"	0	0	0	0	0	0
"138050"	"HGSNAT"	2161	2166	2365	911	2563	1689
"138065"	"RNF183"	87	49	0	0	0	0
"1381"	"CRABP1"	0	0	0	0	0	0
"138151"	"NACC2"	539	825	1415	1454	890	1006
"138162"	"C9orf116"	54	97	21	1	37	2
"138199"	"CARNMT1"	182	331	94	67	290	141
"1382"	"CRABP2"	909	866	123	109	221	97
"138240"	"C9orf57"	0	0	0	0	0	0
"138241"	"C9orf85"	159	174	41	34	65	68
"138255"	"C9orf135"	0	126	8	0	6	4
"138307"	"LCN8"	0	0	0	0	0	0
"138311"	"DIPK1B"	151	16	12	0	45	7
"1384"	"CRAT"	588	355	94	90	253	92
"138428"	"PTRH1"	0	0	0	0	0	4
"138429"	"PIP5KL1"	435	61	11	14	69	10
"138474"	"TAF1L"	458	526	397	193	348	367
"1385"	"CREB1"	1483	2666	2910	2031	2462	3443
"1386"	"ATF2"	1173	884	838	887	1119	707
"138639"	"PTPDC1"	106	106	81	53	318	197
"138649"	"ANKRD19P"	656	456	368	380	713	500
"138652"	"PRSS47"	0	0	0	0	0	0
"1387"	"CREBBP"	5152	14678	18152	13586	9202	13568
"138715"	"ARID3C"	0	30	0	0	0	0
"138716"	"RPP25L"	62	216	72	36	79	109
"138724"	"C9orf131"	112	25	84	59	97	125
"138799"	"OR13C5"	0	0	0	0	0	0
"1388"	"ATF6B"	1681	2280	2410	2198	2583	2758
"138802"	"OR13C8"	0	0	0	0	0	0
"138803"	"OR13C3"	0	0	0	0	0	0
"138804"	"OR13C4"	0	0	0	0	4	0
"138805"	"OR13F1"	0	0	0	0	0	0
"138881"	"OR1L8"	24	0	0	0	0	0
"138882"	"OR1N2"	0	0	0	0	0	0
"138883"	"OR1N1"	0	0	0	0	0	0
"1389"	"CREBL2"	1576	985	637	389	1748	912
"138948"	"DBH-AS1"	11	27	12	1	3	5
"1390"	"CREM"	2536	15431	15987	9851	10423	10050
"139065"	"SLITRK4"	41	38	55	9	49	105
"139067"	"SPANXN3"	0	0	0	0	0	0
"139081"	"MAGEC3"	0	16	0	0	0	0
"139105"	"BEND2"	0	0	5	1	13	0
"139135"	"PASD1"	0	0	0	0	3	0
"139170"	"DCAF12L1"	0	0	0	0	0	0
"139189"	"DGKK"	0	0	5	15	59	0
"1392"	"CRH"	0	0	0	0	0	0
"139201"	"MAP2K4P1"	91	157	409	288	328	348
"139212"	"PIH1D3"	0	0	1	0	0	15
"139221"	"PWWP3B"	0	55	18	0	39	4
"139231"	"FAM199X"	1809	1177	1049	987	1446	1380
"139285"	"AMER1"	473	122	36	0	90	41
"1393"	"CRHBP"	0	0	0	0	0	5
"139322"	"APOOL"	259	273	33	66	154	108
"139324"	"HDX"	93	75	10	0	20	15
"139341"	"FUNDC1"	119	233	52	31	100	72
"139378"	"ADGRG4"	0	0	5	0	0	1
"1394"	"CRHR1"	0	0	0	0	0	0
"139411"	"PTCHD1"	29	8	10	16	23	5
"139420"	"PPP4R3C"	0	0	0	0	0	0
"139422"	"MAGEB10"	0	3	3	2	0	1
"139425"	"DCAF8L1"	17	19	0	0	0	0
"1395"	"CRHR2"	2	0	0	0	18	0
"139538"	"VENTXP1"	0	0	0	0	0	0
"139562"	"OTUD6A"	0	9	2	3	10	4
"139596"	"UPRT"	191	100	75	89	104	109
"139599"	"MAGEE2"	0	0	0	0	0	0
"1396"	"CRIP1"	288	564	356	193	1006	506
"139604"	"MAGEB16"	0	0	0	0	0	0
"139628"	"FOXR2"	0	0	0	0	0	0
"1397"	"CRIP2"	1303	2881	67	97	383	70
"139716"	"GAB3"	368	564	587	525	935	805
"139728"	"PNCK"	0	18	0	0	2	0
"139735"	"ZFP92"	12	26	67	92	203	136
"139741"	"ACTRT1"	0	0	0	0	0	0
"139760"	"GPR119"	0	0	0	0	0	0
"139793"	"PAGE3"	0	0	0	0	0	0
"1398"	"CRK"	1141	3030	2907	2525	3342	2324
"139804"	"RBMXL3"	0	0	0	0	0	0
"139818"	"DOCK11"	1340	3536	6503	5063	5345	7500
"139886"	"SPIN4"	167	138	19	43	27	91
"1399"	"CRKL"	2341	2908	3279	1999	2073	2192
"14"	"AAMP"	898	910	308	247	966	395
"140"	"ADORA3"	62	272	72	3	22	0
"1400"	"CRMP1"	126	56	22	0	63	6
"140032"	"RPS4Y2"	0	0	0	23	40	0
"1401"	"CRP"	0	0	0	0	0	0
"140258"	"KRTAP13-1"	0	0	0	0	0	4
"140290"	"TCP10L"	69	6	15	0	9	0
"1404"	"HAPLN1"	0	0	0	0	0	0
"140432"	"RNF113B"	3	0	0	0	0	0
"140453"	"MUC17"	0	8	10	135	36	0
"140456"	"ASB11"	1	18	13	2	10	6
"140458"	"ASB5"	0	0	0	0	0	0
"140459"	"ASB6"	265	269	336	204	436	548
"140460"	"ASB7"	295	324	442	327	359	548
"140461"	"ASB8"	419	583	705	623	623	826
"140462"	"ASB9"	52	71	3	0	9	20
"140465"	"MYL6B"	238	234	13	22	55	28
"140467"	"ZNF358"	407	229	91	25	213	49
"140469"	"MYO3B"	14	0	7	1	1	4
"140545"	"RNF32"	134	13	57	22	73	51
"140564"	"APOBEC3D"	133	126	38	103	63	36
"140576"	"S100A16"	3640	2081	19	28	401	29
"140578"	"CHODL"	0	0	0	0	0	0
"140596"	"DEFB104A"	0	0	0	0	0	0
"140597"	"TCEAL2"	65	14	1	8	111	2
"1406"	"CRX"	14	7	12	18	33	19
"140606"	"SELENOM"	543	244	23	31	138	51
"140609"	"NEK7"	2912	4745	4469	3628	3277	3227
"140612"	"ZFP28"	260	210	45	23	123	77
"140625"	"ACTRT2"	0	0	0	0	5	0
"140628"	"GATA5"	0	22	0	0	0	0
"140678"	"MLLT10P1"	0	0	0	0	0	0
"140679"	"SLC32A1"	0	0	10	0	0	3
"140680"	"C20orf96"	141	199	26	42	59	51
"140683"	"BPIFA2"	0	0	6	0	7	0
"140685"	"ZBTB46"	179	77	66	6	211	73
"140686"	"WFDC3"	10	0	12	13	15	12
"140687"	"GCNT7"	77	166	274	135	90	147
"140688"	"NOL4L"	772	650	1049	1105	1206	2080
"140689"	"CBLN4"	0	0	0	0	0	0
"140690"	"CTCFL"	0	0	0	2	0	2
"140691"	"TRIM69"	139	162	171	188	229	165
"140699"	"MROH8"	0	26	5	12	24	16
"1407"	"CRY1"	360	973	229	149	1220	227
"140700"	"SAMD10"	104	101	12	6	64	31
"140701"	"ABHD16B"	8	132	86	178	126	51
"140706"	"CCM2L"	0	36	51	33	7	35
"140707"	"BRI3BP"	241	315	187	162	156	375
"140710"	"SOGA1"	1077	583	164	110	434	430
"140711"	"TLDC2"	0	0	5	54	28	0
"140730"	"RIMS4"	0	71	12	0	40	0
"140731"	"ANKRD60"	0	0	0	0	0	0
"140732"	"SUN5"	0	0	0	0	0	0
"140733"	"MACROD2"	0	13	80	39	737	33
"140735"	"DYNLL2"	3934	3654	1863	2001	2865	2259
"140738"	"TMEM37"	464	110	17	19	36	17
"140739"	"UBE2F"	203	165	179	276	356	602
"140766"	"ADAMTS14"	93	203	0	12	17	0
"140767"	"NRSN1"	0	0	0	0	0	1
"140771"	"SMCR5"	11	0	0	0	26	2
"140775"	"SMCR8"	1004	2662	2463	1545	2147	2721
"1408"	"CRY2"	720	481	311	180	1276	876
"140801"	"RPL10L"	5	0	0	0	0	1
"140803"	"TRPM6"	283	457	1132	1198	715	1181
"140807"	"KRT72"	0	4	15	28	1	0
"140809"	"SRXN1"	1510	1669	2272	3798	3225	3951
"140823"	"ROMO1"	169	302	91	54	216	82
"140825"	"NEURL2"	0	0	3	16	0	0
"140828"	"LINC00261"	482	145	2	0	251	16
"140831"	"ZSWIM3"	99	63	65	37	93	93
"140832"	"WFDC10A"	0	0	0	0	0	0
"140834"	"LINC01620"	0	24	9	0	0	0
"140836"	"BANF2"	1	0	11	11	0	9
"140838"	"NANP"	169	110	6	6	18	38
"140846"	"FAM83C-AS1"	0	0	5	0	7	0
"140848"	"MACROD2-IT1"	0	0	0	0	0	0
"140849"	"LINC00266-1"	108	239	390	338	293	547
"140850"	"DEFB127"	0	0	0	0	0	0
"140856"	"SCP2D1"	0	0	0	0	0	0
"140862"	"ISM1"	0	12	2	0	25	1
"140870"	"WFDC6"	0	42	0	0	5	0
"140873"	"C20orf173"	0	0	0	0	0	0
"140875"	"LINC00028"	0	0	0	0	0	0
"140876"	"RIPOR3"	56	86	106	64	268	93
"140880"	"CST11"	0	0	0	0	0	0
"140881"	"DEFB129"	0	0	0	0	0	0
"140883"	"ZNF280B"	72	75	13	16	23	0
"140885"	"SIRPA"	3520	7385	9015	7292	8945	13149
"140886"	"PABPC5"	0	0	0	0	0	0
"140890"	"SREK1"	2866	1847	896	701	1910	1625
"140893"	"RBBP8NL"	97	43	0	10	3	0
"140894"	"CNBD2"	4	20	14	4	21	14
"1409"	"CRYAA"	0	0	0	0	0	0
"140901"	"STK35"	1072	1522	1271	895	1747	1550
"140902"	"R3HDML"	0	0	0	0	0	0
"140947"	"DCANP1"	0	0	0	0	0	0
"141"	"ADPRH"	50	328	223	134	701	487
"1410"	"CRYAB"	27	0	6	7	14	2
"1411"	"CRYBA1"	35	40	29	0	32	34
"1412"	"CRYBA2"	54	0	0	0	33	0
"1413"	"CRYBA4"	0	0	0	0	0	0
"1414"	"CRYBB1"	0	0	1	0	0	5
"1415"	"CRYBB2"	63	14	4	0	32	15
"1416"	"CRYBB2P1"	113	85	35	37	79	66
"1417"	"CRYBB3"	0	46	0	0	2	0
"1418"	"CRYGA"	0	0	0	0	0	1
"1419"	"CRYGB"	0	0	0	0	0	0
"142"	"PARP1"	2760	3044	281	278	1195	752
"1420"	"CRYGC"	0	0	0	0	0	0
"1421"	"CRYGD"	0	0	0	0	0	0
"142678"	"MIB2"	606	828	803	780	964	540
"142679"	"DUSP19"	0	19	16	14	18	17
"142680"	"SLC34A3"	8	31	5	2	1	7
"142683"	"ITLN2"	19	0	4	0	157	17
"142684"	"RAB40A"	0	38	17	0	0	3
"142685"	"ASB15"	0	0	0	0	11	0
"142686"	"ASB14"	60	1	13	1	25	4
"142689"	"ASB12"	0	13	0	0	0	6
"1427"	"CRYGS"	59	33	6	12	23	28
"1428"	"CRYM"	444	57	3	27	150	27
"142827"	"ACSM6"	0	0	18	0	0	0
"142891"	"SAMD8"	1234	1283	2015	1849	2404	3535
"1429"	"CRYZ"	1548	463	131	53	488	144
"142910"	"LIPJ"	0	0	8	7	0	14
"142913"	"CFL1P1"	0	28	6	11	2	0
"142940"	"TRUB1"	297	210	34	33	115	63
"143"	"PARP4"	3598	4242	4838	3408	5696	5230
"143098"	"MPP7"	623	933	1182	653	1623	584
"1431"	"CS"	2666	2151	1464	1043	2643	2423
"143162"	"FRMPD2"	99	77	14	18	108	6
"143187"	"VTI1A"	871	1031	1167	1056	1085	1123
"1432"	"MAPK14"	4120	3299	6972	13260	6874	9420
"143241"	"DYDC1"	13	1	4	11	7	3
"143244"	"EIF5AL1"	1157	1258	928	656	1959	1388
"143279"	"HECTD2"	130	140	38	11	245	54
"143282"	"FGFBP3"	5	0	2	0	0	16
"143379"	"C10orf82"	17	5	5	5	9	1
"143384"	"CACUL1"	2406	4071	6506	5057	6333	7261
"1434"	"CSE1L"	834	1191	343	207	696	607
"143425"	"SYT9"	0	0	0	0	0	0
"143458"	"LDLRAD3"	23	274	69	85	146	271
"143471"	"PSMA8"	0	0	0	0	0	0
"143496"	"OR52B4"	0	0	0	7	4	0
"1435"	"CSF1"	1291	2900	598	2477	5254	1426
"143501"	"C11orf40"	0	0	0	0	0	0
"143502"	"OR52I2"	2	0	0	0	0	0
"143503"	"OR51E1"	0	0	0	0	0	0
"143570"	"XRRA1"	300	223	251	280	116	243
"1436"	"CSF1R"	460	2856	1917	904	2760	4038
"143630"	"UBQLNL"	40	35	6	16	4	4
"143662"	"MUC15"	846	63	54	10	306	43
"143678"	"C11orf94"	0	0	1	0	0	9
"143684"	"FAM76B"	832	636	838	636	702	736
"143686"	"SESN3"	6587	1351	928	434	1187	982
"143689"	"PIWIL4"	68	57	35	11	95	152
"1437"	"CSF2"	0	39	17	0	23	5
"1438"	"CSF2RA"	948	2603	3678	3488	4000	3452
"143872"	"ARHGAP42"	4039	260	51	57	188	41
"143879"	"KBTBD3"	119	7	38	61	97	7
"143884"	"CWF19L2"	138	308	274	195	391	300
"143888"	"POGLUT3"	408	271	80	49	295	177
"1439"	"CSF2RB"	7523	18788	32514	45408	24705	42965
"143903"	"LAYN"	0	69	0	9	22	17
"143941"	"TTC36"	15	3	0	2	0	1
"1440"	"CSF3"	102	53	52	37	4044	41
"144097"	"SPINDOC"	387	159	74	65	243	65
"1441"	"CSF3R"	64396	131166	212045	244551	172709	217715
"144100"	"PLEKHA7"	1843	526	128	52	480	114
"144108"	"SPTY2D1"	2172	3942	5078	2524	3316	3232
"144110"	"TMEM86A"	9	181	46	29	28	127
"144124"	"OR10A5"	0	0	0	0	0	0
"144125"	"OR2AG1"	0	0	0	0	0	0
"144132"	"DNHD1"	708	925	188	137	398	271
"144165"	"PRICKLE1"	296	175	23	11	108	12
"144193"	"AMDHD1"	155	98	28	32	93	31
"144195"	"SLC2A14"	5424	19101	24078	22598	25205	24596
"1442"	"CSH1"	0	0	0	0	0	0
"144203"	"OVOS2"	47	16	3	24	32	16
"144233"	"BCDIN3D"	92	72	6	3	33	20
"144245"	"ALG10B"	405	204	27	33	98	158
"1443"	"CSH2"	0	0	0	0	0	0
"144321"	"GLIPR1L2"	23	3	2	1	2	10
"144347"	"RFLNA"	0	0	0	0	0	0
"144348"	"ZNF664"	3066	3436	360	371	1837	667
"144360"	"LINC00477"	0	0	0	0	0	0
"144363"	"ETFRF1"	197	299	252	116	297	161
"1444"	"CSHL1"	0	0	0	0	0	0
"144402"	"CPNE8"	459	117	96	76	143	159
"144404"	"TMEM120B"	544	253	213	79	318	169
"144406"	"WDR66"	169	582	82	72	111	81
"144423"	"GLT1D1"	1619	4730	8897	10026	5717	10987
"144448"	"TSPAN19"	0	42	54	9	64	34
"144453"	"BEST3"	0	0	0	0	0	0
"144455"	"E2F7"	23	40	0	0	45	2
"144481"	"SOCS2-AS1"	79	0	9	1	88	7
"144486"	"CEP83-DT"	0	3	25	5	9	1
"1445"	"CSK"	1301	2355	3864	5418	2843	5440
"144501"	"KRT80"	1555	3281	14	23	74	20
"144535"	"CFAP54"	118	326	95	167	72	104
"144568"	"A2ML1"	1	3	4	16	1	0
"144571"	"A2M-AS1"	0	27	1	0	20	1
"144577"	"C12orf66"	123	87	61	15	28	71
"1446"	"CSN1S1"	0	0	0	0	16	0
"144608"	"C12orf60"	27	60	16	21	1	24
"144699"	"FBXL14"	229	266	62	116	214	148
"1447"	"CSN2"	0	0	0	0	0	0
"144715"	"RAD9B"	98	0	21	0	9	1
"144717"	"PHETA1"	247	248	43	69	146	80
"144742"	"LINC00934"	0	0	1	0	0	1
"144766"	"LINC00355"	4	3	8	6	10	8
"144776"	"LINC00410"	0	0	0	0	0	0
"1448"	"CSN3"	0	0	0	0	0	0
"144809"	"FAM216B"	71	234	135	92	103	64
"144811"	"LACC1"	249	742	400	267	312	326
"144817"	"LINC00330"	0	1	4	2	8	3
"144920"	"LINC00343"	0	0	0	0	0	0
"144983"	"HNRNPA1L2"	261	161	61	21	172	128
"145165"	"ST13P4"	573	534	342	248	834	453
"145173"	"B3GLCT"	156	171	61	19	224	99
"145195"	"LINC02691"	0	0	0	0	0	0
"1452"	"CSNK1A1"	5759	6985	4570	4325	7157	5330
"145200"	"LINC00239"	83	67	22	48	27	25
"145216"	"LINC00637"	0	2	2	1	5	1
"145226"	"RDH12"	0	19	5	2	0	17
"145241"	"ADAM21P1"	0	0	0	0	0	0
"145249"	"LINC00618"	0	0	0	0	1	0
"145258"	"GSC"	0	56	0	0	0	2
"145264"	"SERPINA12"	0	0	0	19	0	0
