"Taxa","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","Taxa.Level"
"Gammaproteobacteria",7.6919440102026,5.14299711851821,2.4726157580163,2.07998234333193,0.0375271524072168,0.866135959834106,"Class"
"Actinobacteria",0.942716374867963,3.79542668934643,3.03049440086343,1.25241171482286,0.210419879782123,0.866135959834106,"Class"
"Caulobacteraceae",1.08888827533626,-3.32449910434765,3.00813254457314,-1.10517041888505,0.269085752020799,0.866135959834106,"Family"
"Enterobacteriales",0.698635749746276,3.34272187611905,3.03422269639064,1.10167321604159,0.270603765207732,0.866135959834106,"Order"
"Actinobacteria",0.712156238268179,3.09494977960165,2.83166518484189,1.09297871661139,0.274403144572781,0.866135959834106,"Phylum"
"Brevundimonas",1.17521236284268,-3.28503356072558,3.02113298653011,-1.0873515251967,0.276881485505685,0.866135959834106,"Genus"
"Enterobacteriaceae",0.784071844638345,3.2837741792503,3.03090603208399,1.08342988680267,0.278617655949383,0.866135959834106,"Family"
"Leminorella",0.781942956048413,3.21573083879151,3.04252415234262,1.05692861511568,0.29054416773952,0.866135959834106,"Genus"
"Sphingomonadaceae",0.703638088156303,3.20395838450208,3.03334744651545,1.05624510247997,0.290856249715648,0.866135959834106,"Family"
"BD7-11",0.490682296592189,3.10404488989672,3.04275396652783,1.02014323998691,0.307660532152764,0.866135959834106,"Class"
"Caulobacterales",0.943062439322586,-2.9979140334179,3.01093070394408,-0.995676861473719,0.319407176089937,0.866135959834106,"Order"
"Betaproteobacteria",0.43099859174128,2.91307108250403,3.04691126686673,0.956073487988269,0.339035108118362,0.866135959834106,"Class"
"Pseudomonadaceae",0.551254640714513,2.90032482470082,3.03970860983681,0.954145675448981,0.340009908503654,0.866135959834106,"Family"
"Propionibacteriales",0.450027782736321,2.88205756109934,3.04385453182016,0.946844709880381,0.343717915321304,0.866135959834106,"Order"
"Propionibacteriaceae",0.519615622216011,2.82782710134729,3.04108896493054,0.929873191464453,0.352436744888018,0.866135959834106,"Family"
"Propionibacterium",0.539934718829018,2.7600898600178,3.05748603831867,0.902731795150104,0.366668257388357,0.866135959834106,"Genus"
"Holozoa",1.5974321308612,2.33759692606877,2.60933136111734,0.895860510819826,0.370327267033703,0.866135959834106,"Class"
"Rhodocyclales",0.395821845061266,2.70329344279206,3.04789058920776,0.886939135008362,0.375111670346792,0.866135959834106,"Order"
"Opisthokonta",1.71165652753645,2.02145961129679,2.3435015194769,0.862580883560942,0.388367944565176,0.866135959834106,"Phylum"
"Bacteroidales_S24-7_group",0.391783332507278,2.50314882488552,3.04815136035,0.821202272776276,0.41153106216456,0.866135959834106,"Family"
"Stakelama",0.414785979521576,2.48632435943853,3.06306707600191,0.811710712742152,0.416957645846943,0.866135959834106,"Genus"
"Pseudomonadales",0.643288615474925,2.45191086533179,3.02826598580098,0.809674868993802,0.41812706542536,0.866135959834106,"Order"
"Azospira",0.369305889189926,2.32479005468135,3.06685103932833,0.75803813907783,0.448428150994388,0.866135959834106,"Genus"
"Rhodocyclaceae",0.313426666005823,2.2536420532834,3.05469905430902,0.737762382878394,0.460658856023821,0.866135959834106,"Family"
"ORCA-3N101",0.501358871165028,-2.22170197842319,3.03238662111965,-0.732657888327866,0.463767114559017,0.866135959834106,"Family"
"Alistipes",0.562484622342344,-2.20980202829604,3.04657433483413,-0.725339934440286,0.468243512360275,0.866135959834106,"Genus"
"Metazoa_(Animalia)",1.21059072342395,1.91438963100797,2.64148088576324,0.72474105011546,0.46861090650963,0.866135959834106,"Order"
"Eumetazoa",1.26260291692096,1.93349643785473,2.74640028849083,0.704011154512806,0.481425827088478,0.866135959834106,"Family"
"Planctomycetes",0.242773168859786,2.0058292351951,3.05190230230026,0.657239005876197,0.51102724856533,0.866135959834106,"Phylum"
"Anaerofilum",0.437929512663869,-1.92973772726201,3.05684164932631,-0.631284818985406,0.527854311262794,0.866135959834106,"Genus"
"Bilateria",1.46653283927158,1.63161554429838,2.76482542978107,0.590133296201482,0.555101287728802,0.866135959834106,"Genus"
"Azorhizophilus",0.385550674965419,-1.735318807114,3.06449500627766,-0.56626582962582,0.571213085430358,0.866135959834106,"Genus"
"Flavobacteriaceae",0.353225477922554,-1.72219674137687,3.04941595905913,-0.564762815076315,0.572235102455171,0.866135959834106,"Family"
"Corynebacteriales",0.149133515419727,1.70957752752555,3.07364642428971,0.556205005889909,0.578070717514053,0.866135959834106,"Order"
"Citreitalea",0.375699701173379,-1.67010190190328,3.06693148171863,-0.544551422768465,0.586062072337133,0.866135959834106,"Genus"
"Coprococcus_2",0.358305964906802,-1.6684963926189,3.06699278265269,-0.544017058682412,0.586429734097971,0.866135959834106,"Genus"
"Firmicutes",1.22086449121203,1.25097276182587,2.35599542106119,0.530974190629964,0.595436664347039,0.866135959834106,"Phylum"
"Bacteroidetes",6.42436725241617,0.943388950278159,1.81613516075267,0.519448646039752,0.603447915621876,0.866135959834106,"Phylum"
"Clostridia",1.49956546892831,1.34121917270189,2.61766699438358,0.512371961590066,0.608390710298552,0.866135959834106,"Class"
"Burkholderiales",0.0908115518236371,1.48721988994683,3.07733006085595,0.483282540558281,0.628895135191182,0.866135959834106,"Order"
"Flavobacteriales",0.305920899678766,-1.45701596183704,3.04980203154084,-0.477741160497856,0.632834444565285,0.866135959834106,"Order"
"Ruminococcus_1",0.184652944594963,1.46119701231498,3.09098962948355,0.472727892186142,0.636407324479266,0.866135959834106,"Genus"
"Proteobacteria",15.6155728306044,0.874026069677047,1.86637915906642,0.468300380140466,0.639569796625653,0.866135959834106,"Phylum"
"Corynebacteriaceae",0.137813660178628,1.39677932795407,3.07714637935183,0.453920339092963,0.649886163883441,0.866135959834106,"Family"
"Clostridiales",1.46028093151192,1.14668662514152,2.67218016513581,0.429120251733941,0.667835714986586,0.866135959834106,"Order"
"Bacteroidaceae",0.250679435582514,-1.31154878870229,3.06410356514366,-0.428036703335384,0.668624398676448,0.866135959834106,"Family"
"Flavobacteriia",0.278717770468482,-1.24423868079181,3.05117216019114,-0.40779038856787,0.683427570570444,0.866135959834106,"Class"
"Comamonadaceae",0.0903810834358755,1.24787230843868,3.079448007597,0.405225970810411,0.68531141655994,0.866135959834106,"Family"
"Ruminococcaceae",0.626248477272714,-1.21924290613555,3.0269382475858,-0.402797416534014,0.68709726184059,0.866135959834106,"Family"
"Deinococcus-Thermus",0.215413147541479,-1.22592946018126,3.05295894459083,-0.401554518888417,0.688011907362409,0.866135959834106,"Phylum"
"Lachnospiraceae",1.25646402858664,1.12749969988524,2.98508414235277,0.377711195436044,0.705645150115436,0.866135959834106,"Family"
"Alphaproteobacteria",2.23541765867378,-0.945185767634758,2.66006450634512,-0.355324378555551,0.72234659406965,0.866135959834106,"Class"
"Deinococcus",0.361223138093088,-1.08455651966812,3.0854883273408,-0.351502389446029,0.725211480190913,0.866135959834106,"Genus"
"Deinococcaceae",0.340569445427103,-1.03950929196934,3.07051175051303,-0.338545941664497,0.73495181226055,0.866135959834106,"Family"
"Deinococcales",0.294959785349916,-0.959607435143252,3.06302693262013,-0.313287299214962,0.754062398572006,0.866135959834106,"Order"
"Rikenellaceae",0.524480759721202,-0.879192978109324,3.03882856089896,-0.289319703461401,0.772336735580663,0.866135959834106,"Family"
"Prevotellaceae",0.742308031737159,-0.844116481080244,3.03995953762093,-0.277673590925769,0.781262935042748,0.866135959834106,"Family"
"Deinococci",0.2687313414576,-0.83514810099114,3.06035362021897,-0.272892679941798,0.784935713599659,0.866135959834106,"Class"
"Sphingomonadales",1.12695099978455,0.65339282678308,2.89962332872335,0.225337139590044,0.821717009310838,0.891354043998197,"Order"
"Prevotella_7",0.792550599483944,-0.584061874868975,3.06015237327645,-0.190860389818965,0.848634973981417,0.905210638913511,"Genus"
"Bacteroidia",2.63046567000846,0.317403413207773,2.28645921346341,0.138818751429634,0.889593375956391,0.933343869855886,"Class"
"Bacteroidales",2.6823309179588,0.222209028142619,2.34936570560191,0.0945825622689458,0.924646401027836,0.954473704286798,"Order"
"Moraxellaceae",0,0,0,0,1,1,"Family"
"Pseudomonas",0,0,0,0,1,1,"Genus"
"Bacteroides",2.65350173866708,2.86027050733033,2.9830511710189,0.958840577432459,NA,NA,"Genus"
"Enhydrobacter",5.81656775474134,6.1369793016681,3.00137466325163,2.04472283211034,NA,NA,"Genus"
